Siruta,Localitate_X,Judet,Localitate
43331,Oras Ianca,br,ORAS IANCA
43411,Oras Insuratei,br,ORAS INSURATEI
43466,Jirlau,br,JIRLAU
43493,Marasu,br,MARASU
43563,Maxineni,br,MAXINENI
43625,Mircea Voda,br,MIRCEA VODA
43652,Movila Miresii,br,MOVILA MIRESII
43698,Racovita,br,RACOVITA
43732,Ramnicelu,br,RAMNICELU
43787,Romanu,br,ROMANU
43812,Rosiori,br,ROSIORI
43867,Salcia Tudor,br,SALCIA TUDOR
43929,Scortaru Nou,br,SCORTARU NOU
43992,Silistea,br,SILISTEA
44060,Stancuta,br,STANCUTA
44113,Surdila-Gaiseanca,br,SURDILA-GAISEANCA
44140,Sutesti,br,SUTESTI
44177,Tichilesti,br,TICHILESTI
44202,Traian,br,TRAIAN
44257,Tudor Vladimirescu,br,TUDOR VLADIMIRESCU
44300,Tufesti,br,TUFESTI
44328,Ulmu,br,ULMU
44355,Unirea,br,UNIREA
44391,Vadeni,br,VADENI
44435,Victoria,br,VICTORIA
44462,Visani,br,VISANI
44505,Viziru,br,VIZIRU
44532,Zavoaia,br,ZAVOAIA
44560,Cazasu,br,CAZASU
44818,Municipiul Buzau,bz,MUNICIPIUL BUZAU
44845,Municipiul Ramnicu Sarat,bz,MUNICIPIUL RAMNICU SARAT
44863,Amaru,bz,AMARU
44934,Balta Alba,bz,BALTA ALBA
44989,Balaceanu,bz,BALACEANU
45003,Beceni,bz,BECENI
45101,Berca,bz,BERCA
45245,Bisoca,bz,BISOCA
45334,Blajani,bz,BLAJANI
45361,Boldu,bz,BOLDU
45389,Bozioru,bz,BOZIORU
45496,Bradeanu,bz,BRADEANU
45539,Braesti,bz,BRAESTI
45619,Breaza,bz,BREAZA
45673,Buda,bz,BUDA
45753,Calvini,bz,CALVINI
45815,C.a. Rosetti,bz,C.A. ROSETTI
45888,Canesti,bz,CANESTI
45959,Catina,bz,CATINA
46019,Cernatesti,bz,CERNATESTI
46108,Chiliile,bz,CHILIILE
46180,Chiojdu,bz,CHIOJDU
46251,Cilibia,bz,CILIBIA
46313,Cislau,bz,CISLAU
46377,Cochirleanca,bz,COCHIRLEANCA
46439,Colti,bz,COLTI
46484,Costesti,bz,COSTESTI
46554,Cozieni,bz,COZIENI
46769,Galbinasi,bz,GALBINASI
46803,Gheraseni,bz,GHERASENI
46830,Ghergheasa,bz,GHERGHEASA
46867,Glodeanu Sarat,bz,GLODEANU SARAT
46910,Glodeanu-Silistea,bz,GLODEANU-SILISTEA
47006,Grebanu,bz,GREBANU
47079,Gura Teghii,bz,GURA TEGHII
47159,Largu,bz,LARGU
47186,Lopatari,bz,LOPATARI
47300,Luciu,bz,LUCIU
47337,Magura,bz,MAGURA
47373,Maracineni,bz,MARACINENI
47417,Margaritesti,bz,MARGARITESTI
47453,Merei,bz,MEREI
47578,Mihailesti,bz,MIHAILESTI
47630,Manzalesti,bz,MANZALESTI
47774,Movila Banului,bz,MOVILA BANULUI
47818,Murgesti,bz,MURGESTI
47854,Naeni,bz,NAENI
47916,Oras Nehoiu,bz,ORAS NEHOIU
48021,Odaile,bz,ODAILE
48138,Padina,bz,PADINA
48165,Pardosi,bz,PARDOSI
48227,Panatau,bz,PANATAU
48325,Oras Patarlagele,bz,ORAS PATARLAGELE
48487,Pietroasele,bz,PIETROASELE
48557,Parscov,bz,PARSCOV
48682,Podgoria,bz,PODGORIA
48744,Oras Pogoanele,bz,ORAS POGOANELE
48771,Posta Calnau,bz,POSTA CALNAU
48842,Puiesti,bz,PUIESTI
48922,Racoviteni,bz,RACOVITENI
48968,Ramnicelu,bz,RAMNICELU
49019,Robeasca,bz,ROBEASCA
49046,Rusetu,bz,RUSETU
49073,Sageata,bz,SAGEATA
49153,Sahateni,bz,SAHATENI
49206,Sapoca,bz,SAPOCA
49233,Sarulesti,bz,SARULESTI
49313,Scortoasa,bz,SCORTOASA
49439,Scutelnici,bz,SCUTELNICI
49484,Siriu,bz,SIRIU
49545,Smeeni,bz,SMEENI
49625,Stalpu,bz,STALPU
49643,Tisau,bz,TISAU
49769,Topliceni,bz,TOPLICENI
49849,Tintesti,bz,TINTESTI
49894,Ulmeni,bz,ULMENI
49956,Vadu Pasii,bz,VADU PASII
50022,Valea Ramnicului,bz,VALEA RAMNICULUI
50068,Valea Salciei,bz,VALEA SALCIEI
50102,Vernesti,bz,VERNESTI
50228,Vintila Voda,bz,VINTILA VODA
50326,Viperesti,bz,VIPERESTI
50399,Valcelele,bz,VALCELELE
50415,Zarnesti,bz,ZARNESTI
50479,Ziduri,bz,ZIDURI
50549,Unguriu,bz,UNGURIU
50564,Florica,bz,FLORICA
50790,Municipiul Resita,cs,MUNICIPIUL RESITA
50889,Oras Anina,cs,ORAS ANINA
50923,Oras Baile Herculane,cs,ORAS BAILE HERCULANE
50969,Oras Bocsa,cs,ORAS BOCSA
50987,Ocna De Fier,cs,OCNA DE FIER
51010,Municipiul Caransebes,cs,MUNICIPIUL CARANSEBES
51056,Oras Moldova Noua,cs,ORAS MOLDOVA NOUA
51118,Oras Oravita,cs,ORAS ORAVITA
51207,Oras Otelu Rosu,cs,ORAS OTELU ROSU
51243,Armenis,cs,ARMENIS
51305,Bania,cs,BANIA
51332,Bautar,cs,BAUTAR
51387,Berliste,cs,BERLISTE
51449,Berzasca,cs,BERZASCA
51500,Berzovia,cs,BERZOVIA
51546,Bolvasnita,cs,BOLVASNITA
51573,Bozovici,cs,BOZOVICI
51626,Brebu,cs,BREBU
51662,Brebu Nou,cs,BREBU NOU
51699,Buchin,cs,BUCHIN
51751,Bucosnita,cs,BUCOSNITA
51804,Carasova,cs,CARASOVA
51840,Carbunari,cs,CARBUNARI
51877,Constantin Daicoviciu,cs,CONSTANTIN DAICOVICIU
51948,Ciclova Romana,cs,CICLOVA ROMANA
51984,Ciuchici,cs,CIUCHICI
52035,Ciudanovita,cs,CIUDANOVITA
52062,Copacele,cs,COPACELE
52115,Cornea,cs,CORNEA
52160,Cornereva,cs,CORNEREVA
52570,Dalboset,cs,DALBOSET
52650,Doclin,cs,DOCLIN
52696,Dognecea,cs,DOGNECEA
52721,Domasnea,cs,DOMASNEA
52758,Ezeris,cs,EZERIS
52785,Farliug,cs,FARLIUG
52856,Forotic,cs,FOROTIC
52909,Garnic,cs,GARNIC
52936,Glimboca,cs,GLIMBOCA
52954,Goruia,cs,GORUIA
52990,Gradinari,cs,GRADINARI
53023,Iablanita,cs,IABLANITA
53069,Lapusnicel,cs,LAPUSNICEL
53103,Lapusnicu Mare,cs,LAPUSNICU MARE
53130,Luncavita,cs,LUNCAVITA
53167,Lupac,cs,LUPAC
53210,Marga,cs,MARGA
53247,Maureni,cs,MAURENI
53274,Mehadia,cs,MEHADIA
53327,Mehadica,cs,MEHADICA
53345,Naidas,cs,NAIDAS
53372,Obreja,cs,OBREJA
53425,Paltinis,cs,PALTINIS
53489,Coronini,cs,CORONINI
53513,Pojejena,cs,POJEJENA
53577,Prigor,cs,PRIGOR
53639,Ramna,cs,RAMNA
53675,Racasdia,cs,RACASDIA
53700,Eftimie Murgu,cs,EFTIMIE MURGU
53728,Rusca Montana,cs,RUSCA MONTANA
53755,Sacu,cs,SACU
53791,Sasca Montana,cs,SASCA MONTANA
53853,Sichevita,cs,SICHEVITA
54056,Slatina-Timis,cs,SLATINA-TIMIS
54109,Socol,cs,SOCOL
54163,Sopotu Nou,cs,SOPOTU NOU
54270,Teregova,cs,TEREGOVA
54305,Ticvaniu Mare,cs,TICVANIU MARE
54350,Tarnova,cs,TARNOVA
54387,Toplet,cs,TOPLET
54412,Turnu Ruieni,cs,TURNU RUIENI
54485,Valiug,cs,VALIUG
54500,Varadia,cs,VARADIA
54537,Vermes,cs,VERMES
54573,Vrani,cs,VRANI
54617,Zavoi,cs,ZAVOI
54699,Zorlentu Mare,cs,ZORLENTU MARE
54975,Municipiul Cluj-Napoca,cj,MUNICIPIUL CLUJ-NAPOCA
55008,Municipiul Dej,cj,MUNICIPIUL DEJ
55062,Cuzdrioara,cj,CUZDRIOARA
55106,Jichisu De Jos,cj,JICHISU DE JOS
55160,Mica,cj,MICA
55259,Municipiul Turda,cj,MUNICIPIUL TURDA
55277,Mihai Viteazu,cj,MIHAI VITEAZU
55311,Sandulesti,cj,SANDULESTI
55357,Municipiul Campia Turzii,cj,MUNICIPIUL CAMPIA TURZII
55384,Municipiul Gherla,cj,MUNICIPIUL GHERLA
55446,Oras Huedin,cj,ORAS HUEDIN
55473,Aghiresu,cj,AGHIRESU
55598,Aiton,cj,AITON
55623,Alunis,cj,ALUNIS
55687,Apahida,cj,APAHIDA
55776,Aschileu,cj,ASCHILEU
55838,Baciu,cj,BACIU
55918,Baisoara,cj,BAISOARA
56014,Belis,cj,BELIS
56096,Bobalna,cj,BOBALNA
56210,Bontida,cj,BONTIDA
56265,Borsa,cj,BORSA
56327,Buza,cj,BUZA
56354,Caianu,cj,CAIANU
56425,Calarasi,cj,CALARASI
56461,Calatele,cj,CALATELE
56522,Camarasu,cj,CAMARASU
56568,Capusu Mare,cj,CAPUSU MARE
56666,Caseiu,cj,CASEIU
56773,Catina,cj,CATINA
56844,Ceanu Mare,cj,CEANU MARE
56988,Chinteni,cj,CHINTENI
57083,Chiuiesti,cj,CHIUIESTI
57163,Ciucea,cj,CIUCEA
57225,Ciurila,cj,CIURILA
57314,Catcau,cj,CATCAU
57350,Cojocna,cj,COJOCNA
57449,Cornesti,cj,CORNESTI
57546,Dabaca,cj,DABACA
57582,Feleacu,cj,FELEACU
57644,Fizesu Gherlii,cj,FIZESU GHERLII
57706,Floresti,cj,FLORESTI
57742,Frata,cj,FRATA
57831,Geaca,cj,GEACA
57902,Gilau,cj,GILAU
57948,Garbau,cj,GARBAU
58008,Iara,cj,IARA
58142,Iclod,cj,ICLOD
58204,Izvoru Crisului,cj,IZVORU CRISULUI
58259,Jucu,cj,JUCU
58311,Luna,cj,LUNA
58357,Maguri-Racatau,cj,MAGURI-RACATAU
58393,Manastireni,cj,MANASTIRENI
58464,Margau,cj,MARGAU
58534,Marisel,cj,MARISEL
58552,Mintiu Gherlii,cj,MINTIU GHERLII
58623,Mociu,cj,MOCIU
58721,Moldovenesti,cj,MOLDOVENESTI
58794,Palatca,cj,PALATCA
58856,Panticeu,cj,PANTICEU
58918,Petrestii De Jos,cj,PETRESTII DE JOS
58990,Ploscos,cj,PLOSCOS
59041,Poieni,cj,POIENI
59130,Recea-Cristur,cj,RECEA-CRISTUR
59238,Risca,cj,RISCA
59283,Sacuieu,cj,SACUIEU
59327,Savadisla,cj,SAVADISLA
59416,Sic,cj,SIC
59434,Sancraiu,cj,SANCRAIU
59498,Sanmartin,cj,SANMARTIN
59586,Sanpaul,cj,SANPAUL
59657,Suatu,cj,SUATU
59693,Tritenii De Jos,cj,TRITENII DE JOS
59764,Tureni,cj,TURENI
59826,Taga,cj,TAGA
59880,Unguras,cj,UNGURAS
59942,Vad,cj,VAD
60026,Valea Ierii,cj,VALEA IERII
60062,Viisoara,cj,VIISOARA
60099,Vultureni,cj,VULTURENI
60169,Negreni,cj,NEGRENI
60419,Municipiul Constanta,ct,MUNICIPIUL CONSTANTA
60455,Oras Eforie,ct,ORAS EFORIE
60482,Municipiul Mangalia,ct,MUNICIPIUL MANGALIA
60507,Oras Navodari,ct,ORAS NAVODARI
60534,Oras Techirghiol,ct,ORAS TECHIRGHIOL
60570,Agigea,ct,AGIGEA
60598,23-Aug,ct,45161
60632,Limanu,ct,LIMANU
60687,Oras Ovidiu,ct,ORAS OVIDIU
60721,Tuzla,ct,TUZLA
60776,Oras Cernavoda,ct,ORAS CERNAVODA
60801,Oras Harsova,ct,ORAS HARSOVA
60847,Municipiul Medgidia,ct,MUNICIPIUL MEDGIDIA
60883,Adamclisi,ct,ADAMCLISI
60945,Albesti,ct,ALBESTI
61005,Aliman,ct,ALIMAN
61069,Oras Baneasa,ct,ORAS BANEASA
61121,Castelu,ct,CASTELU
61167,Cerchezu,ct,CERCHEZU
61210,Chirnogeni,ct,CHIRNOGENI
61256,Ciobanu,ct,CIOBANU
61283,Ciocarlia,ct,CIOCARLIA
61318,Cobadin,ct,COBADIN
61372,Cogealac,ct,COGEALAC
61452,Comana,ct,COMANA
61513,Corbu,ct,CORBU
61559,Crucea,ct,CRUCEA
61620,Cumpana,ct,CUMPANA
61675,Deleni,ct,DELENI
61737,Dobromir,ct,DOBROMIR
61808,Garliciu,ct,GARLICIU
61826,Ghindaresti,ct,GHINDARESTI
61871,Independenta,ct,INDEPENDENTA
61951,Ion Corvin,ct,ION CORVIN
62020,Istria,ct,ISTRIA
62057,Lipnita,ct,LIPNITA
62137,Mereni,ct,MERENI
62191,Mihail Kogalniceanu,ct,MIHAIL KOGALNICEANU
62253,Mihai Viteazu,ct,MIHAI VITEAZU
62280,Mircea Voda,ct,MIRCEA VODA
62360,Oras Murfatlar,ct,ORAS MURFATLAR
62397,Oras Negru Voda,ct,ORAS NEGRU VODA
62440,Nicolae Balcescu,ct,NICOLAE BALCESCU
62486,Oltina,ct,OLTINA
62538,Ostrov,ct,OSTROV
62609,Pantelimon,ct,PANTELIMON
62672,Pecineaga,ct,PECINEAGA
62707,Pestera,ct,PESTERA
62761,Poarta Alba,ct,POARTA ALBA
62798,Rasova,ct,RASOVA
62823,Saraiu,ct,SARAIU
62878,Sacele,ct,SACELE
62903,Seimeni,ct,SEIMENI
62949,Silistea,ct,SILISTEA
62985,Targusor,ct,TARGUSOR
63045,Topalu,ct,TOPALU
63072,Topraisar,ct,TOPRAISAR
63125,Valu Lui Traian,ct,VALU LUI TRAIAN
63152,Lumina,ct,LUMINA
63161,Dumbraveni,ct,DUMBRAVENI
63170,Vulturu,ct,VULTURU
63189,Tortoman,ct,TORTOMAN
63198,Amzacea,ct,AMZACEA
63278,Horia,ct,HORIA
63286,Costinesti,ct,COSTINESTI
63294,Baraganu,ct,BARAGANU
63300,Cuza Voda,ct,CUZA VODA
63318,Saligny,ct,SALIGNY
63326,Gradina,ct,GRADINA
63334,Fantanele,ct,FANTANELE
63394,Municipiul Sfantu Gheorghe,cv,MUNICIPIUL SFANTU GHEORGHE
63447,Oras Baraolt,cv,ORAS BARAOLT
63526,Oras Covasna,cv,ORAS COVASNA
63553,Comandau,cv,COMANDAU
63580,Oras Intorsura Buzaului,cv,ORAS INTORSURA BUZAULUI
63633,Barcani,cv,BARCANI
63688,Sita Buzaului,cv,SITA BUZAULUI
63740,Municipiul Targu Secuiesc,cv,MUNICIPIUL TARGU SECUIESC
63777,Aita Mare,cv,AITA MARE
63802,Batani,cv,BATANI
63866,Belin,cv,BELIN
63893,Bodoc,cv,BODOC
63937,Borosneu Mare,cv,BOROSNEU MARE
64005,Brates,cv,BRATES
64041,Bradut,cv,BRADUT
64096,Bretcu,cv,BRETCU
64130,Catalina,cv,CATALINA
64194,Cernat,cv,CERNAT
64238,Chichis,cv,CHICHIS
64265,Dobarlau,cv,DOBARLAU
64318,Ghelinta,cv,GHELINTA
64345,Ghidfalau,cv,GHIDFALAU
64390,Haghig,cv,HAGHIG
64425,Ilieni,cv,ILIENI
64461,Lemnia,cv,LEMNIA
64504,Malnas,cv,MALNAS
64568,Moacsa,cv,MOACSA
64602,Ojdula,cv,OJDULA
64639,Ozun,cv,OZUN
64719,Poian,cv,POIAN
64773,Reci,cv,RECI
64826,Sanzieni,cv,SANZIENI
64871,Turia,cv,TURIA
64906,Valea Crisului,cv,VALEA CRISULUI
64942,Valcele,cv,VALCELE
64997,Varghis,cv,VARGHIS
65011,Zagon,cv,ZAGON
65048,Zabala,cv,ZABALA
65099,Valea Mare,cv,VALEA MARE
65105,Mereni,cv,MERENI
65113,Arcus,cv,ARCUS
65121,Bixad,cv,BIXAD
65139,Micfalau,cv,MICFALAU
65147,Dalnic,cv,DALNIC
65154,Estelnic,cv,ESTELNIC
65342,Municipiul Targoviste,db,MUNICIPIUL TARGOVISTE
65379,Aninoasa,db,ANINOASA
65413,Doicesti,db,DOICESTI
65431,Razvad,db,RAZVAD
65477,Sotanga,db,SOTANGA
65501,Ulmi,db,ULMI
65609,Oras Fieni,db,ORAS FIENI
65645,Motaieni,db,MOTAIENI
65681,Oras Gaesti,db,ORAS GAESTI
65707,Gura Foii,db,GURA FOII
65752,Petresti,db,PETRESTI
65841,Municipiul Moreni,db,MUNICIPIUL MORENI
65869,Iedera,db,IEDERA
65921,Oras Pucioasa,db,ORAS PUCIOASA
66009,Branesti,db,BRANESTI
66081,Oras Titu,db,ORAS TITU
66152,Branistea,db,BRANISTEA
66198,Baleni,db,BALENI
66223,Barbuletu,db,BARBULETU
66330,Bezdead,db,BEZDEAD
66401,Bilciuresti,db,BILCIURESTI
66438,Buciumeni,db,BUCIUMENI
66474,Bucsani,db,BUCSANI
66526,Candesti,db,CANDESTI
66580,Cobia,db,COBIA
66697,Cojasca,db,COJASCA
66731,Comisani,db,COMISANI
66768,Contesti,db,CONTESTI
66857,Corbii Mari,db,CORBII MARI
66955,Cornatelu,db,CORNATELU
67014,Cornesti,db,CORNESTI
67121,Costestii Din Vale,db,COSTESTII DIN VALE
67167,Crangurile,db,CRANGURILE
67256,Darmanesti,db,DARMANESTI
67292,Dobra,db,DOBRA
67327,Dragodana,db,DRAGODANA
67407,Dragomiresti,db,DRAGOMIRESTI
67470,Finta,db,FINTA
67522,Glodeni,db,GLODENI
67595,Gura Ocnitei,db,GURA OCNITEI
67648,Gura Sutii,db,GURA SUTII
67675,Hulubesti,db,HULUBESTI
67737,I. L. Caragiale,db,I. L. CARAGIALE
67773,Lucieni,db,LUCIENI
67835,Ludesti,db,LUDESTI
67906,Lunguletu,db,LUNGULETU
67942,Malu Cu Flori,db,MALU CU FLORI
68002,Manesti,db,MANESTI
68048,Matasaru,db,MATASARU
68128,Mogosani,db,MOGOSANI
68182,Moroeni,db,MOROENI
68253,Morteni,db,MORTENI
68280,Nucet,db,NUCET
68324,Ocnita,db,OCNITA
68342,Odobesti,db,ODOBESTI
68404,Pietrosita,db,PIETROSITA
68431,Poiana,db,POIANA
68468,Potlogi,db,POTLOGI
68529,Produlesti,db,PRODULESTI
68565,Pucheni,db,PUCHENI
68627,Oras Racari,db,ORAS RACARI
68716,Runcu,db,RUNCU
68789,Salcioara,db,SALCIOARA
68887,Selaru,db,SELARU
68921,Tatarani,db,TATARANI
68976,Uliesti,db,ULIESTI
69063,Valea Lunga,db,VALEA LUNGA
69170,Valea Mare,db,VALEA MARE
69250,Vacaresti,db,VACARESTI
69303,Valeni-Dambovita,db,VALENI-DAMBOVITA
69330,Visina,db,VISINA
69394,Visinesti,db,VISINESTI
69447,Varfuri,db,VARFURI
69526,Voinesti,db,VOINESTI
69615,Vulcana-Bai,db,VULCANA-BAI
69900,Municipiul Craiova,dj,MUNICIPIUL CRAIOVA
69964,Bucovat,dj,BUCOVAT
70094,Isalnita,dj,ISALNITA
70110,Podari,dj,PODARI
70174,Simnicu De Sus,dj,SIMNICU DE SUS
70316,Municipiul Bailesti,dj,MUNICIPIUL BAILESTI
70352,Municipiul Calafat,dj,MUNICIPIUL CALAFAT
70414,Oras Filiasi,dj,ORAS FILIASI
70502,Oras Segarcea,dj,ORAS SEGARCEA
70520,Afumati,dj,AFUMATI
70566,Almaj,dj,ALMAJ
70637,Amarastii De Jos,dj,AMARASTII DE JOS
70673,Amarastii De Sus,dj,AMARASTII DE SUS
70726,Apele Vii,dj,APELE VII
70744,Argetoaia,dj,ARGETOAIA
70879,Oras Bechet,dj,ORAS BECHET
70897,Bistret,dj,BISTRET
70940,Barca,dj,BARCA
70968,Botosesti-Paia,dj,BOTOSESTI-PAIA
70986,Brabova,dj,BRABOVA
71055,Bradesti,dj,BRADESTI
71126,Bralostita,dj,BRALOSTITA
71199,Bratovoesti,dj,BRATOVOESTI
71260,Breasta,dj,BREASTA
71340,Bulzesti,dj,BULZESTI
71457,Calopar,dj,CALOPAR
71518,Caraula,dj,CARAULA
71536,Carpen,dj,CARPEN
71572,Castranova,dj,CASTRANOVA
71607,Calarasi,dj,CALARASI
71634,Celaru,dj,CELARU
71698,Cerat,dj,CERAT
71723,Cernatesti,dj,CERNATESTI
71787,Cetate,dj,CETATE
71812,Cioroiasi,dj,CIOROIASI
71858,Ciupercenii Noi,dj,CIUPERCENII NOI
71885,Cosoveni,dj,COSOVENI
71910,Cotofenii Din Dos,dj,COTOFENII DIN DOS
71956,Daneti,dj,DANETI
72007,Oras Dabuleni,dj,ORAS DABULENI
72034,Desa,dj,DESA
72052,Diosti,dj,DIOSTI
72098,Dobresti,dj,DOBRESTI
72150,Dragotesti,dj,DRAGOTESTI
72221,Dranic,dj,DRANIC
72276,Farcas,dj,FARCAS
72383,Galicea Mare,dj,GALICEA MARE
72409,Ghercesti,dj,GHERCESTI
72463,Gighera,dj,GIGHERA
72506,Giubega,dj,GIUBEGA
72533,Giurgita,dj,GIURGITA
72579,Gangiova,dj,GANGIOVA
72604,Gogosu,dj,GOGOSU
72640,Goicea,dj,GOICEA
72677,Goiesti,dj,GOIESTI
72819,Grecesti,dj,GRECESTI
72882,Izvoare,dj,IZVOARE
72926,Leu,dj,LEU
72953,Lipovu,dj,LIPOVU
72980,Macesu De Jos,dj,MACESU DE JOS
73013,Macesu De Sus,dj,MACESU DE SUS
73031,Maglavit,dj,MAGLAVIT
73068,Malu Mare,dj,MALU MARE
73102,Melinesti,dj,MELINESTI
73246,Mischii,dj,MISCHII
73317,Marsani,dj,MARSANI
73335,Motatei,dj,MOTATEI
73371,Murgasi,dj,MURGASI
73460,Negoi,dj,NEGOI
73503,Orodel,dj,ORODEL
73567,Ostroveni,dj,OSTROVENI
73594,Perisor,dj,PERISOR
73629,Pielesti,dj,PIELESTI
73665,Piscu Vechi,dj,PISCU VECHI
73709,Plenita,dj,PLENITA
73736,Poiana Mare,dj,POIANA MARE
73772,Predesti,dj,PREDESTI
73852,Radovan,dj,RADOVAN
73905,Rast,dj,RAST
73923,Robanesti,dj,ROBANESTI
73996,Sadova,dj,SADOVA
74028,Salcuta,dj,SALCUTA
74073,Scaesti,dj,SCAESTI
74108,Seaca De Camp,dj,SEACA DE CAMP
74135,Seaca De Padure,dj,SEACA DE PADURE
74171,Secu,dj,SECU
74224,Silistea Crucii,dj,SILISTEA CRUCII
74242,Sopot,dj,SOPOT
74322,Teasc,dj,TEASC
74359,Terpezita,dj,TERPEZITA
74411,Teslui,dj,TESLUI
74509,Tuglui,dj,TUGLUI
74536,Unirea,dj,UNIREA
74554,Urzicuta,dj,URZICUTA
74581,Valea Stanciului,dj,VALEA STANCIULUI
74616,Vela,dj,VELA
74705,Verbita,dj,VERBITA
74732,Vartop,dj,VARTOP
74750,Varvoru De Jos,dj,VARVORU DE JOS
74842,Catane,dj,CATANE
74859,Carcea,dj,CARCEA
74867,Carna,dj,CARNA
74875,Cotofenii Din Fata,dj,COTOFENII DIN FATA
74883,Dobrotesti,dj,DOBROTESTI
74891,Galiciuica,dj,GALICIUICA
74907,Ghidici,dj,GHIDICI
74915,Ghindeni,dj,GHINDENI
74923,Intorsura,dj,INTORSURA
74931,Plesoi,dj,PLESOI
74949,Rojiste,dj,ROJISTE
74956,Talpas,dj,TALPAS
75098,Municipiul Galati,gl,MUNICIPIUL GALATI
75114,Sendreni,gl,SENDRENI
75150,Vanatori,gl,VANATORI
75203,Municipiul Tecuci,gl,MUNICIPIUL TECUCI
75221,Draganesti,gl,DRAGANESTI
75258,Munteni,gl,MUNTENI
75338,Oras Beresti,gl,ORAS BERESTI
75356,Beresti-Meria,gl,BERESTI-MERIA
75472,Oras Targu Bujor,gl,ORAS TARGU BUJOR
75515,Barcea,gl,BARCEA
75542,Balabanesti,gl,BALABANESTI
75613,Balasesti,gl,BALASESTI
75668,Baleni,gl,BALENI
75686,Baneasa,gl,BANEASA
75711,Branistea,gl,BRANISTEA
75766,Brahasesti,gl,BRAHASESTI
75819,Buciumeni,gl,BUCIUMENI
75864,Cavadinesti,gl,CAVADINESTI
75917,Certesti,gl,CERTESTI
75953,Corod,gl,COROD
76004,Corni,gl,CORNI
76040,Cosmesti,gl,COSMESTI
76111,Costache Negri,gl,COSTACHE NEGRI
76139,Cuca,gl,CUCA
76157,Cudalbi,gl,CUDALBI
76175,Draguseni,gl,DRAGUSENI
76255,Fartanesti,gl,FARTANESTI
76282,Foltesti,gl,FOLTESTI
76317,Frumusita,gl,FRUMUSITA
76353,Fundeni,gl,FUNDENI
76406,Ghidigeni,gl,GHIDIGENI
76497,Gohor,gl,GOHOR
76558,Grivita,gl,GRIVITA
76585,Independenta,gl,INDEPENDENTA
76601,Ivesti,gl,IVESTI
76638,Jorasti,gl,JORASTI
76674,Liesti,gl,LIESTI
76692,Matca,gl,MATCA
76718,Mastacani,gl,MASTACANI
76745,Movileni,gl,MOVILENI
76763,Namoloasa,gl,NAMOLOASA
76807,Nicoresti,gl,NICORESTI
76932,Oancea,gl,OANCEA
76969,Pechea,gl,PECHEA
76996,Piscu,gl,PISCU
77028,Priponesti,gl,PRIPONESTI
77082,Rediu,gl,REDIU
77126,Scanteiesti,gl,SCANTEIESTI
77153,Schela,gl,SCHELA
77180,Slobozia Conachi,gl,SLOBOZIA CONACHI
77224,Smardan,gl,SMARDAN
77260,Smulti,gl,SMULTI
77288,Suceveni,gl,SUCEVENI
77313,Tudor Vladimirescu,gl,TUDOR VLADIMIRESCU
77331,Tulucesti,gl,TULUCESTI
77377,Tepu,gl,TEPU
77402,Umbraresti,gl,UMBRARESTI
77475,Valea Marului,gl,VALEA MARULUI
77509,Varlezi,gl,VARLEZI
77536,Vladesti,gl,VLADESTI
77561,Radesti,gl,RADESTI
77579,Negrilesti,gl,NEGRILESTI
77587,Poiana,gl,POIANA
77595,Cuza Voda,gl,CUZA VODA
77601,Suhurlui,gl,SUHURLUI
77812,Municipiul Targu Jiu,gj,MUNICIPIUL TARGU JIU
77910,Balesti,gj,BALESTI
78016,Dragutesti,gj,DRAGUTESTI
78089,Turcinesti,gj,TURCINESTI
78141,Municipiul Motru,gj,MUNICIPIUL MOTRU
78258,Oras Novaci,gj,ORAS NOVACI
78329,Oras Targu Carbunesti,gj,ORAS TARGU CARBUNESTI
78454,Oras Ticleni,gj,ORAS TICLENI
78472,Albeni,gj,ALBENI
78542,Alimpesti,gj,ALIMPESTI
78604,Aninoasa,gj,ANINOASA
78668,Arcani,gj,ARCANI
