Siruta,Localitate_X,Judet,Localitate
114514,Municipiul Sighisoara,ms,MUNICIPIUL SIGHISOARA
114603,Albesti,ms,ALBESTI
114710,Oras Ludus,ms,ORAS LUDUS
114809,Municipiul Reghin,ms,MUNICIPIUL REGHIN
114854,Oras Sovata,ms,ORAS SOVATA
114925,Municipiul Tarnaveni,ms,MUNICIPIUL TARNAVENI
114970,Acatari,ms,ACATARI
115076,Adamus,ms,ADAMUS
115147,Alunis,ms,ALUNIS
115183,Apold,ms,APOLD
115236,Atintis,ms,ATINTIS
115307,Bahnea,ms,BAHNEA
115389,Band,ms,BAND
115520,Batos,ms,BATOS
115575,Bagaciu,ms,BAGACIU
115600,Bala,ms,BALA
115637,Balauseri,ms,BALAUSERI
115708,Beica De Jos,ms,BEICA DE JOS
115771,Bichis,ms,BICHIS
115824,Bogata,ms,BOGATA
115851,Breaza,ms,BREAZA
115897,Brancovenesti,ms,BRANCOVENESTI
115959,Ceuasu De Campie,ms,CEUASU DE CAMPIE
116046,Chetani,ms,CHETANI
116126,Chiheru De Jos,ms,CHIHERU DE JOS
116171,Coroisanmartin,ms,COROISANMARTIN
116224,Cozma,ms,COZMA
116288,Craciunesti,ms,CRACIUNESTI
116340,Craiesti,ms,CRAIESTI
116395,Cucerdea,ms,CUCERDEA
116439,Cuci,ms,CUCI
116493,Danes,ms,DANES
116545,Deda,ms,DEDA
116590,Eremitu,ms,EREMITU
116652,Ernei,ms,ERNEI
116723,Faragau,ms,FARAGAU
116796,Fantanele,ms,FANTANELE
116867,Galesti,ms,GALESTI
116938,Ganesti,ms,GANESTI
116983,Gheorghe Doja,ms,GHEORGHE DOJA
117042,Ghindari,ms,GHINDARI
117113,Glodeni,ms,GLODENI
117177,Gornesti,ms,GORNESTI
117275,Grebenisu De Campie,ms,GREBENISU DE CAMPIE
117319,Gurghiu,ms,GURGHIU
117426,Hodac,ms,HODAC
117505,Hodosa,ms,HODOSA
117550,Ibanesti,ms,IBANESTI
117667,Iclanzel,ms,ICLANZEL
117783,Ideciu De Jos,ms,IDECIU DE JOS
117827,Oras Iernut,ms,ORAS IERNUT
117925,Livezeni,ms,LIVEZENI
117998,Lunca,ms,LUNCA
118058,Lunca Bradului,ms,LUNCA BRADULUI
118094,Magherani,ms,MAGHERANI
118209,Mica,ms,MICA
118281,Oras Miercurea Nirajului,ms,ORAS MIERCUREA NIRAJULUI
118370,Mihesu De Campie,ms,MIHESU DE CAMPIE
118469,Nades,ms,NADES
118511,Neaua,ms,NEAUA
118575,Ogra,ms,OGRA
118637,Papiu Ilarian,ms,PAPIU ILARIAN
118691,Panet,ms,PANET
118753,Pasareni,ms,PASARENI
118799,Petelea,ms,PETELEA
118824,Pogaceaua,ms,POGACEAUA
118931,Rastolita,ms,RASTOLITA
118995,Raciu,ms,RACIU
119153,Rusii-Munti,ms,RUSII-MUNTI
119206,Saschiz,ms,SASCHIZ
119242,Oras Sarmasu,ms,ORAS SARMASU
119331,Oras Sangeorgiu De Padure,ms,ORAS SANGEORGIU DE PADURE
119386,Sanger,ms,SANGER
119466,Sanpaul,ms,SANPAUL
119527,Sanpetru De Campie,ms,SANPETRU DE CAMPIE
119590,Solovastru,ms,SOLOVASTRU
119625,Stanceni,ms,STANCENI
119661,Suplac,ms,SUPLAC
119723,Suseni,ms,SUSENI
119750,Saulia,ms,SAULIA
119803,Sincai,ms,SINCAI
119858,Taureni,ms,TAURENI
119894,Oras Ungheni,ms,ORAS UNGHENI
119974,Valea Larga,ms,VALEA LARGA
120076,Vargata,ms,VARGATA
120138,Vatava,ms,VATAVA
120174,Vetca,ms,VETCA
120218,Viisoara,ms,VIISOARA
120254,Vanatori,ms,VANATORI
120316,Voivodeni,ms,VOIVODENI
120343,Zagar,ms,ZAGAR
120370,Zau De Campie,ms,ZAU DE CAMPIE
120478,Chibed,ms,CHIBED
120487,Corunca,ms,CORUNCA
120496,Sarateni,ms,SARATENI
120502,Madaras,ms,MADARAS
120511,Bereni,ms,BERENI
120726,Municipiul Piatra-Neamt,nt,MUNICIPIUL PIATRA-NEAMT
120771,Dumbrava Rosie,nt,DUMBRAVA ROSIE
120824,Savinesti,nt,SAVINESTI
120860,Municipiul Roman,nt,MUNICIPIUL ROMAN
120888,Cordun,nt,CORDUN
120922,Horia,nt,HORIA
120968,Oras Bicaz,nt,ORAS BICAZ
121055,Oras Targu Neamt,nt,ORAS TARGU NEAMT
121108,Agapia,nt,AGAPIA
121153,Bahna,nt,BAHNA
121242,Baltatesti,nt,BALTATESTI
121297,Bicaz-Chei,nt,BICAZ-CHEI
121340,Bicazu Ardelean,nt,BICAZU ARDELEAN
121386,Bira,nt,BIRA
121466,Bargauani,nt,BARGAUANI
121607,Bodesti,nt,BODESTI
121652,Borca,nt,BORCA
121732,Borlesti,nt,BORLESTI
121796,Botesti,nt,BOTESTI
121876,Bozieni,nt,BOZIENI
121938,Brusturi,nt,BRUSTURI
122025,Ceahlau,nt,CEAHLAU
122061,Candesti,nt,CANDESTI
122132,Costisa,nt,COSTISA
122187,Cracaoani,nt,CRACAOANI
122249,Damuc,nt,DAMUC
122285,Dobreni,nt,DOBRENI
122347,Doljesti,nt,DOLJESTI
122392,Dragomiresti,nt,DRAGOMIRESTI
122463,Dulcesti,nt,DULCESTI
122551,Farcasa,nt,FARCASA
122613,Faurei,nt,FAUREI
122668,Gheraesti,nt,GHERAESTI
122702,Girov,nt,GIROV
122828,Garcina,nt,GARCINA
122864,Grinties,nt,GRINTIES
122908,Grumazesti,nt,GRUMAZESTI
122953,Hangu,nt,HANGU
123013,Icusesti,nt,ICUSESTI
123102,Ion Creanga,nt,ION CREANGA
123175,Margineni,nt,MARGINENI
123228,Moldoveni,nt,MOLDOVENI
123255,Oniceni,nt,ONICENI
123371,Pastraveni,nt,PASTRAVENI
123424,Petricani,nt,PETRICANI
123479,Piatra Soimului,nt,PIATRA SOIMULUI
123521,Pipirig,nt,PIPIRIG
123601,Pangarati,nt,PANGARATI
123674,Podoleni,nt,PODOLENI
123709,Poienari,nt,POIENARI
123790,Poiana Teiului,nt,POIANA TEIULUI
123914,Raucesti,nt,RAUCESTI
123969,Razboieni,nt,RAZBOIENI
124028,Rediu,nt,REDIU
124073,Romani,nt,ROMANI
124117,Oras Roznov,nt,ORAS ROZNOV
124153,Sagna,nt,SAGNA
124206,Sabaoani,nt,SABAOANI
124233,Secuieni,nt,SECUIENI
124331,Stanita,nt,STANITA
124411,Stefan Cel Mare,nt,STEFAN CEL MARE
124493,Tarcau,nt,TARCAU
124563,Tasca,nt,TASCA
124616,Tazlau,nt,TAZLAU
124634,Tamaseni,nt,TAMASENI
124661,Timisesti,nt,TIMISESTI
124723,Trifesti,nt,TRIFESTI
124750,Tupilati,nt,TUPILATI
124803,Tibucani,nt,TIBUCANI
124849,Urecheni,nt,URECHENI
124885,Valea Ursului,nt,VALEA URSULUI
124938,Alexandru Cel Bun,nt,ALEXANDRU CEL BUN
125016,Vanatori-Neamt,nt,VANATORI-NEAMT
125061,Zanesti,nt,ZANESTI
125098,Dochia,nt,DOCHIA
125105,Ruginoasa,nt,RUGINOASA
125114,Ghindaoani,nt,GHINDAOANI
125123,Valeni,nt,VALENI
125132,Draganesti,nt,DRAGANESTI
125141,Pancesti,nt,PANCESTI
125150,Gadinti,nt,GADINTI
125169,Negresti,nt,NEGRESTI
125178,Boghicea,nt,BOGHICEA
125347,Municipiul Slatina,ot,MUNICIPIUL SLATINA
125374,Slatioara,ot,SLATIOARA
125418,Oras Bals,ot,ORAS BALS
125472,Municipiul Caracal,ot,MUNICIPIUL CARACAL
125490,Draghiceni,ot,DRAGHICENI
125542,Oras Corabia,ot,ORAS CORABIA
125588,Garcov,ot,GARCOV
125622,Oras Draganesti-Olt,ot,ORAS DRAGANESTI-OLT
125659,Babiciu,ot,BABICIU
125677,Baldovinesti,ot,BALDOVINESTI
125757,Barasti,ot,BARASTI
125846,Barza,ot,BARZA
125873,Bobicesti,ot,BOBICESTI
125962,Brastavatu,ot,BRASTAVATU
125999,Brebeni,ot,BREBENI
126022,Brancoveni,ot,BRANCOVENI
126077,Bucinisu,ot,BUCINISU
126102,Cezieni,ot,CEZIENI
126148,Cilieni,ot,CILIENI
126166,Carlogani,ot,CARLOGANI
126228,Colonesti,ot,COLONESTI
126326,Corbu,ot,CORBU
126380,Coteana,ot,COTEANA
126406,Crampoia,ot,CRAMPOIA
126433,Curtisoara,ot,CURTISOARA
126503,Cungrea,ot,CUNGREA
126585,Daneasa,ot,DANEASA
126647,Deveselu,ot,DEVESELU
126674,Dobretu,ot,DOBRETU
126718,Dobrosloveni,ot,DOBROSLOVENI
126772,Dobroteasa,ot,DOBROTEASA
126825,Dobrun,ot,DOBRUN
126905,Fagetelu,ot,FAGETELU
126978,Falcoiu,ot,FALCOIU
127019,Farcasele,ot,FARCASELE
127064,Ganeasa,ot,GANEASA
127126,Giuvarasti,ot,GIUVARASTI
127144,Gostavatu,ot,GOSTAVATU
127171,Gradinari,ot,GRADINARI
127224,Grojdibodu,ot,GROJDIBODU
127251,Ianca,ot,IANCA
127288,Iancu Jianu,ot,IANCU JIANU
127322,Icoana,ot,ICOANA
127368,Izbiceni,ot,IZBICENI
127386,Izvoarele,ot,IZVOARELE
127411,Leleasca,ot,LELEASCA
127493,Maruntei,ot,MARUNTEI
127536,Mihaesti,ot,MIHAESTI
127563,Milcov,ot,MILCOV
127625,Morunglav,ot,MORUNGLAV
127689,Movileni,ot,MOVILENI
127714,Nicolae Titulescu,ot,NICOLAE TITULESCU
127750,Obarsia,ot,OBARSIA
127812,Oboga,ot,OBOGA
127858,Oporelu,ot,OPORELU
127901,Optasi-Magura,ot,OPTASI-MAGURA
127938,Orlea,ot,ORLEA
127983,Osica De Sus,ot,OSICA DE SUS
128052,Perieti,ot,PERIETI
128105,Oras Piatra-Olt,ot,ORAS PIATRA-OLT
128178,Parscoveni,ot,PARSCOVENI
128221,Plesoiu,ot,PLESOIU
128301,Poboru,ot,POBORU
128374,Oras Potcoava,ot,ORAS POTCOAVA
128436,Priseaca,ot,PRISEACA
128472,Radomiresti,ot,RADOMIRESTI
128524,Redea,ot,REDEA
128560,Rotunda,ot,ROTUNDA
128588,Rusanesti,ot,RUSANESTI
128613,Scarisoara,ot,SCARISOARA
128659,Schitu,ot,SCHITU
128711,Oras Scornicesti,ot,ORAS SCORNICESTI
128864,Seaca,ot,SEACA
128882,Samburesti,ot,SAMBURESTI
128962,Spineni,ot,SPINENI
129040,Sprancenata,ot,SPRANCENATA
129095,Stoenesti,ot,STOENESTI
129111,Stoicanesti,ot,STOICANESTI
129139,Strejesti,ot,STREJESTI
129184,Studina,ot,STUDINA
129246,Serbanesti,ot,SERBANESTI
129282,Stefan Cel Mare,ot,STEFAN CEL MARE
129317,Tatulesti,ot,TATULESTI
129380,Teslui,ot,TESLUI
129460,Tia Mare,ot,TIA MARE
129503,Topana,ot,TOPANA
129567,Traian,ot,TRAIAN
129585,Tufeni,ot,TUFENI
129629,Urzica,ot,URZICA
129656,Valea Mare,ot,VALEA MARE
129718,Vadastra,ot,VADASTRA
129745,Vadastrita,ot,VADASTRITA
129763,Valeni,ot,VALENI
129816,Verguleasa,ot,VERGULEASA
129898,Visina,ot,VISINA
129914,Vitomiresti,ot,VITOMIRESTI
129987,Valcele,ot,VALCELE
130026,Vladila,ot,VLADILA
130062,Voineasa,ot,VOINEASA
130124,Vulpeni,ot,VULPENI
130231,Vulturesti,ot,VULTURESTI
130286,Balteni,ot,BALTENI
130295,Calui,ot,CALUI
130302,Gavanesti,ot,GAVANESTI
130311,Ghimpeteni,ot,GHIMPETENI
130320,Gradinile,ot,GRADINILE
130339,Gura Padinii,ot,GURA PADINII
130348,Ipotesti,ot,IPOTESTI
130357,Osica De Jos,ot,OSICA DE JOS
130366,Sarbii - Magura,ot,SARBII - MAGURA
130375,Visina Noua,ot,VISINA NOUA
130384,Soparlita,ot,SOPARLITA
130534,Municipiul Ploiesti,ph,MUNICIPIUL PLOIESTI
130552,Barcanesti,ph,BARCANESTI
130614,Berceni,ph,BERCENI
130678,Blejoi,ph,BLEJOI
130712,Brazi,ph,BRAZI
130785,Bucov,ph,BUCOV
130847,Paulesti,ph,PAULESTI
130892,Targsoru Vechi,ph,TARGSORU VECHI
130954,Oras Azuga,ph,ORAS AZUGA
130981,Oras Baicoi,ph,ORAS BAICOI
131069,Oras Boldesti-Scaeni,ph,ORAS BOLDESTI-SCAENI
131103,Oras Breaza,ph,ORAS BREAZA
131210,Oras Busteni,ph,ORAS BUSTENI
131256,Municipiul Campina,ph,MUNICIPIUL CAMPINA
131274,Poiana Campina,ph,POIANA CAMPINA
131336,Oras Comarnic,ph,ORAS COMARNIC
131407,Oras Mizil,ph,ORAS MIZIL
131443,Oras Plopeni,ph,ORAS PLOPENI
131461,Dumbravesti,ph,DUMBRAVESTI
131540,Oras Sinaia,ph,ORAS SINAIA
131577,Oras Slanic,ph,ORAS SLANIC
131620,Oras Urlati,ph,ORAS URLATI
131817,Oras Valenii De Munte,ph,ORAS VALENII DE MUNTE
131835,Gura Vitioarei,ph,GURA VITIOAREI
131899,Adunati,ph,ADUNATI
131933,Albesti-Paleologu,ph,ALBESTI-PALEOLOGU
131988,Alunis,ph,ALUNIS
132011,Apostolache,ph,APOSTOLACHE
132075,Aricestii Rahtivani,ph,ARICESTII RAHTIVANI
132137,Aricestii Zeletin,ph,ARICESTII ZELETIN
132164,Baba Ana,ph,BABA ANA
132226,Balta Doamnei,ph,BALTA DOAMNEI
132271,Baltesti,ph,BALTESTI
132315,Banesti,ph,BANESTI
132342,Bertea,ph,BERTEA
132379,Boldesti-Gradistea,ph,BOLDESTI-GRADISTEA
132404,Brebu,ph,BREBU
132459,Calugareni,ph,CALUGARENI
132486,Carbunesti,ph,CARBUNESTI
132510,Ceptura,ph,CEPTURA
132574,Cerasu,ph,CERASU
132645,Chiojdeanca,ph,CHIOJDEANCA
132681,Ciorani,ph,CIORANI
132716,Cocorastii Mislii,ph,COCORASTII MISLII
132752,Colceag,ph,COLCEAG
132805,Cornu,ph,CORNU
132841,Cosminele,ph,COSMINELE
132896,Drajna,ph,DRAJNA
133018,Draganesti,ph,DRAGANESTI
133090,Dumbrava,ph,DUMBRAVA
133161,Filipestii De Padure,ph,FILIPESTII DE PADURE
133214,Filipestii De Targ,ph,FILIPESTII DE TARG
133278,Fantanele,ph,FANTANELE
133330,Floresti,ph,FLORESTI
133394,Fulga,ph,FULGA
133429,Gherghita,ph,GHERGHITA
133508,Gorgota,ph,GORGOTA
133562,Gornet,ph,GORNET
133615,Gornet-Cricov,ph,GORNET-CRICOV
133688,Gura Vadului,ph,GURA VADULUI
133722,Iordacheanu,ph,IORDACHEANU
133795,Izvoarele,ph,IZVOARELE
133866,Jugureni,ph,JUGURENI
133919,Lapos,ph,LAPOS
133964,Lipanesti,ph,LIPANESTI
134014,Magurele,ph,MAGURELE
134050,Magureni,ph,MAGURENI
134096,Maneciu,ph,MANECIU
134194,Manesti,ph,MANESTI
134336,Pacureti,ph,PACURETI
134390,Plopu,ph,PLOPU
134443,Podenii Noi,ph,PODENII NOI
134559,Poienarii Burchii,ph,POIENARII BURCHII
134648,Posesti,ph,POSESTI
134755,Predeal-Sarari,ph,PREDEAL-SARARI
134853,Provita De Jos,ph,PROVITA DE JOS
134899,Provita De Sus,ph,PROVITA DE SUS
134942,Puchenii Mari,ph,PUCHENII MARI
135020,Rafov,ph,RAFOV
135128,Salcia,ph,SALCIA
135146,Salciile,ph,SALCIILE
135164,Scorteni,ph,SCORTENI
135226,Secaria,ph,SECARIA
135244,Sangeru,ph,SANGERU
135315,Starchiojd,ph,STARCHIOJD
135404,Surani,ph,SURANI
135431,Sirna,ph,SIRNA
135501,Soimari,ph,SOIMARI
135547,Sotrile,ph,SOTRILE
135618,Stefesti,ph,STEFESTI
135654,Talea,ph,TALEA
135681,Tataru,ph,TATARU
135725,Teisani,ph,TEISANI
135789,Telega,ph,TELEGA
135850,Tinosu,ph,TINOSU
135896,Tomsani,ph,TOMSANI
135949,Valea Calugareasca,ph,VALEA CALUGAREASCA
136107,Valea Doftanei,ph,VALEA DOFTANEI
136134,Varbilau,ph,VARBILAU
136198,Valcanesti,ph,VALCANESTI
136241,Cocorastii Colt,ph,COCORASTII COLT
136250,Olari,ph,OLARI
136269,Vadu Sapat,ph,VADU SAPAT
136278,Batrani,ph,BATRANI
136483,Municipiul Satu Mare,sm,MUNICIPIUL SATU MARE
136526,Municipiul Carei,sm,MUNICIPIUL CAREI
136553,Capleni,sm,CAPLENI
136599,Oras Negresti-Oas,sm,ORAS NEGRESTI-OAS
136642,Oras Tasnad,sm,ORAS TASNAD
136713,Acas,sm,ACAS
136768,Andrid,sm,ANDRID
136802,Apa,sm,APA
136848,Oras Ardud,sm,ORAS ARDUD
136919,Batarci,sm,BATARCI
136964,Beltiug,sm,BELTIUG
137032,Berveni,sm,BERVENI
137069,Bixad,sm,BIXAD
137103,Barsau,sm,BARSAU
137130,Bogdand,sm,BOGDAND
137185,Botiz,sm,BOTIZ
137229,Calinesti-Oas,sm,CALINESTI-OAS
137274,Camarzana,sm,CAMARZANA
137292,Cauas,sm,CAUAS
137363,Cehal,sm,CEHAL
137407,Certeze,sm,CERTEZE
137443,Craidorolt,sm,CRAIDOROLT
137504,Crucisor,sm,CRUCISOR
137540,Culciu,sm,CULCIU
137611,Doba,sm,DOBA
137675,Dorolt,sm,DOROLT
137728,Foieni,sm,FOIENI
137746,Gherta Mica,sm,GHERTA MICA
137764,Halmeu,sm,HALMEU
137844,Hodod,sm,HODOD
137899,Homoroade,sm,HOMOROADE
137960,Lazuri,sm,LAZURI
138039,Oras Livada,sm,ORAS LIVADA
138084,Mediesu Aurit,sm,MEDIESU AURIT
138164,Micula,sm,MICULA
138208,Moftin,sm,MOFTIN
138280,Odoreu,sm,ODOREU
138351,Orasu Nou,sm,ORASU NOU
138431,Paulesti,sm,PAULESTI
138501,Petresti,sm,PETRESTI
138538,Pir,sm,PIR
138574,Piscolt,sm,PISCOLT
138618,Pomi,sm,POMI
138663,Sanislau,sm,SANISLAU
138734,Santau,sm,SANTAU
138770,Sacaseni,sm,SACASENI
138805,Sauca,sm,SAUCA
138869,Socond,sm,SOCOND
138921,Supur,sm,SUPUR
139009,Tarna Mare,sm,TARNA MARE
139054,Terebesti,sm,TEREBESTI
139107,Tiream,sm,TIREAM
139143,Tarsolt,sm,TARSOLT
139170,Turt,sm,TURT
139214,Turulung,sm,TURULUNG
139250,Urziceni,sm,URZICENI
139287,Valea Vinului,sm,VALEA VINULUI
139330,Vama,sm,VAMA
139358,Vetis,sm,VETIS
139394,Viile Satu Mare,sm,VIILE SATU MARE
139704,Municipiul Zalau,sj,MUNICIPIUL ZALAU
139740,Oras Cehu Silvaniei,sj,ORAS CEHU SILVANIEI
139811,Oras Jibou,sj,ORAS JIBOU
139884,Oras Simleu Silvaniei,sj,ORAS SIMLEU SILVANIEI
139937,Agrij,sj,AGRIJ
139982,Almasu,sj,ALMASU
140084,Babeni,sj,BABENI
140146,Balan,sj,BALAN
140208,Banisor,sj,BANISOR
140244,Benesat,sj,BENESAT
140280,Bobota,sj,BOBOTA
140324,Bocsa,sj,BOCSA
140379,Buciumi,sj,BUCIUMI
140440,Camar,sj,CAMAR
140477,Carastelec,sj,CARASTELEC
140501,Chiesd,sj,CHIESD
140547,Cizer,sj,CIZER
140583,Coseiu,sj,COSEIU
140627,Crasna,sj,CRASNA
140672,Creaca,sj,CREACA
140770,Cristolt,sj,CRISTOLT
140823,Criseni,sj,CRISENI
140869,Cuzaplac,sj,CUZAPLAC
140958,Dobrin,sj,DOBRIN
141027,Dragu,sj,DRAGU
141081,Fildu De Jos,sj,FILDU DE JOS
141134,Galgau,sj,GALGAU
141232,Garbou,sj,GARBOU
141312,Halmasd,sj,HALMASD
141376,Hereclean,sj,HERECLEAN
141447,Hida,sj,HIDA
141535,Horoatu Crasnei,sj,HOROATU CRASNEI
141580,Ileanda,sj,ILEANDA
141722,Ip,sj,IP
141786,Letca,sj,LETCA
141884,Lozna,sj,LOZNA
141946,Marca,sj,MARCA
142006,Maeriste,sj,MAERISTE
142079,Mesesenii De Jos,sj,MESESENII DE JOS
142122,Mirsid,sj,MIRSID
142177,Napradea,sj,NAPRADEA
142239,Nusfalau,sj,NUSFALAU
142284,Pericei,sj,PERICEI
142337,Plopis,sj,PLOPIS
142373,Poiana Blenchii,sj,POIANA BLENCHII
142426,Romanasi,sj,ROMANASI
142499,Rus,sj,RUS
142550,Salatig,sj,SALATIG
142612,Sag,sj,SAG
142676,Sanmihaiu Almasului,sj,SANMIHAIU ALMASULUI
142710,Somes-Odorhei,sj,SOMES-ODORHEI
142774,Surduc,sj,SURDUC
142854,Samsud,sj,SAMSUD
142881,Sarmasag,sj,SARMASAG
142952,Valcau De Jos,sj,VALCAU DE JOS
143021,Varsolt,sj,VARSOLT
143067,Zalha,sj,ZALHA
143147,Zimbor,sj,ZIMBOR
143450,Municipiul Sibiu,sb,MUNICIPIUL SIBIU
143487,Cristian,sb,CRISTIAN
143502,Poplaca,sb,POPLACA
143520,Rasinari,sb,RASINARI
143557,Selimbar,sb,SELIMBAR
143619,Municipiul Medias,sb,MUNICIPIUL MEDIAS
143646,Tarnava,sb,TARNAVA
143682,Oras Agnita,sb,ORAS AGNITA
143735,Oras Cisnadie,sb,ORAS CISNADIE
143771,Oras Copsa Mica,sb,ORAS COPSA MICA
143806,Oras Dumbraveni,sb,ORAS DUMBRAVENI
143851,Oras Ocna Sibiului,sb,ORAS OCNA SIBIULUI
143888,Altina,sb,ALTINA
143922,Apoldu De Jos,sb,APOLDU DE JOS
143959,Arpasu De Jos,sb,ARPASU DE JOS
143995,Atel,sb,ATEL
144054,Oras Avrig,sb,ORAS AVRIG
144116,Axente Sever,sb,AXENTE SEVER
144152,Bazna,sb,BAZNA
144198,Biertan,sb,BIERTAN
144232,Barghis,sb,BARGHIS
144303,Blajel,sb,BLAJEL
144349,Brateiu,sb,BRATEIU
144376,Bradeni,sb,BRADENI
144410,Bruiu,sb,BRUIU
144456,Chirpar,sb,CHIRPAR
144508,Carta,sb,CARTA
144535,Cartisoara,sb,CARTISOARA
144553,Darlos,sb,DARLOS
144599,Gura Raului,sb,GURA RAULUI
144615,Hoghilag,sb,HOGHILAG
144651,Iacobeni,sb,IACOBENI
144713,Jina,sb,JINA
144731,Laslea,sb,LASLEA
144795,Loamnes,sb,LOAMNES
144866,Ludos,sb,LUDOS
144893,Marpod,sb,MARPOD
144928,Oras Miercurea Sibiului,sb,ORAS MIERCUREA SIBIULUI
144964,Merghindeal,sb,MERGHINDEAL
144991,Micasasa,sb,MICASASA
145042,Mihaileni,sb,MIHAILENI
145104,Mosna,sb,MOSNA
145140,Nocrich,sb,NOCRICH
145202,Orlat,sb,ORLAT
145220,Pauca,sb,PAUCA
145275,Poiana Sibiului,sb,POIANA SIBIULUI
145293,Porumbacu De Jos,sb,PORUMBACU DE JOS
145355,Racovita,sb,RACOVITA
145382,Rau Sadului,sb,RAU SADULUI
145408,Rosia,sb,ROSIA
145471,Sadu,sb,SADU
145499,Oras Saliste,sb,ORAS SALISTE
145603,Slimnic,sb,SLIMNIC
145667,Seica Mare,sb,SEICA MARE
145738,Seica Mica,sb,SEICA MICA
145765,Sura Mare,sb,SURA MARE
145792,Sura Mica,sb,SURA MICA
145827,Oras Talmaciu,sb,ORAS TALMACIU
145907,Tilisca,sb,TILISCA
145934,Turnu Rosu,sb,TURNU ROSU
145961,Valea Viilor,sb,VALEA VIILOR
145998,Vurpar,sb,VURPAR
146012,Alma,sb,ALMA
146021,Boita,sb,BOITA
146263,Municipiul Suceava,sv,MUNICIPIUL SUCEAVA
146281,Ipotesti,sv,IPOTESTI
146325,Mitocu Dragomirnei,sv,MITOCU DRAGOMIRNEI
146370,Oras Salcea,sv,ORAS SALCEA
146432,Scheia,sv,SCHEIA
146502,Municipiul Campulung Moldovenesc,sv,MUNICIPIUL CAMPULUNG MOLDOVENESC
146539,Municipiul Falticeni,sv,MUNICIPIUL FALTICENI
146584,Oras Gura Humorului,sv,ORAS GURA HUMORULUI
146628,Municipiul Radauti,sv,MUNICIPIUL RADAUTI
146655,Oras Siret,sv,ORAS SIRET
146708,Oras Solca,sv,ORAS SOLCA
146744,Municipiul Vatra Dornei,sv,MUNICIPIUL VATRA DORNEI
146799,Adancata,sv,ADANCATA
146860,Arbore,sv,ARBORE
146904,Baia,sv,BAIA
146931,Oras Milisauti,sv,ORAS MILISAUTI
146995,Balcauti,sv,BALCAUTI
147036,Bilca,sv,BILCA
147054,Bogdanesti,sv,BOGDANESTI
147072,Boroaia,sv,BOROAIA
147134,Bosanci,sv,BOSANCI
147161,Botosana,sv,BOTOSANA
147205,Breaza,sv,BREAZA
147241,Brodina,sv,BRODINA
147358,Oras Brosteni,sv,ORAS BROSTENI
147465,Bunesti,sv,BUNESTI
147526,Cacica,sv,CACICA
147580,Calafindesti,sv,CALAFINDESTI
147633,Oras Cajvana,sv,ORAS CAJVANA
147660,Ilisesti,sv,ILISESTI
147713,Carlibaba,sv,CARLIBABA
147786,Cornu Luncii,sv,CORNU LUNCII
147884,Crucea,sv,CRUCEA
147937,Darmanesti,sv,DARMANESTI
148006,Oras Dolhasca,sv,ORAS DOLHASCA
148097,Dolhesti,sv,DOLHESTI
148131,Dorna-Arini,sv,DORNA-ARINI
148202,Dorna Candrenilor,sv,DORNA CANDRENILOR
148293,Dornesti,sv,DORNESTI
148328,Dragoiesti,sv,DRAGOIESTI
148382,Draguseni,sv,DRAGUSENI
148426,Dumbraveni,sv,DUMBRAVENI
148453,Fantanele,sv,FANTANELE
148514,Forasti,sv,FORASTI
148612,Oras Frasin,sv,ORAS FRASIN
148667,Fratautii Noi,sv,FRATAUTII NOI
