Siruta,Localitate_X,Judet,Localitate
148694,Fratautii Vechi,sv,FRATAUTII VECHI
148729,Frumosu,sv,FRUMOSU
148765,Fundu Moldovei,sv,FUNDU MOLDOVEI
148872,Galanesti,sv,GALANESTI
148916,Gramesti,sv,GRAMESTI
148970,Granicesti,sv,GRANICESTI
149049,Horodniceni,sv,HORODNICENI
149101,Horodnic De Jos,sv,HORODNIC DE JOS
149138,Iacobeni,sv,IACOBENI
149183,Izvoarele Sucevei,sv,IZVOARELE SUCEVEI
149227,Oras Liteni,sv,ORAS LITENI
149290,Marginea,sv,MARGINEA
149316,Malini,sv,MALINI
149370,Manastirea Humorului,sv,MANASTIREA HUMORULUI
149414,Moara,sv,MOARA
149502,Moldova-Sulita,sv,MOLDOVA-SULITA
149539,Moldovita,sv,MOLDOVITA
149584,Musenita,sv,MUSENITA
149655,Ostra,sv,OSTRA
149682,Panaci,sv,PANACI
149753,Paltinoasa,sv,PALTINOASA
149780,Partestii De Jos,sv,PARTESTII DE JOS
149833,Patrauti,sv,PATRAUTI
149851,Poiana Stampei,sv,POIANA STAMPEI
149931,Pojorata,sv,POJORATA
149968,Preutesti,sv,PREUTESTI
150043,Putna,sv,PUTNA
150070,Radaseni,sv,RADASENI
150114,Rasca,sv,RASCA
150178,Sadova,sv,SADOVA
150196,Satu Mare,sv,SATU MARE
150221,Siminicea,sv,SIMINICEA
150258,Slatina,sv,SLATINA
150294,Straja,sv,STRAJA
150310,Stroiesti,sv,STROIESTI
150356,Stulpicani,sv,STULPICANI
150418,Sucevita,sv,SUCEVITA
150445,Saru Dornei,sv,SARU DORNEI
150524,Todiresti,sv,TODIRESTI
150588,Udesti,sv,UDESTI
150702,Ulma,sv,ULMA
150766,Vadu Moldovei,sv,VADU MOLDOVEI
150891,Valea Moldovei,sv,VALEA MOLDOVEI
150935,Vama,sv,VAMA
150980,Vatra Moldovitei,sv,VATRA MOLDOVITEI
151022,Veresti,sv,VERESTI
151077,Vicovu De Jos,sv,VICOVU DE JOS
151095,Oras Vicovu De Sus,sv,ORAS VICOVU DE SUS
151120,Volovat,sv,VOLOVAT
151157,Vulturesti,sv,VULTURESTI
151246,Zamostea,sv,ZAMOSTEA
151344,Zvoristea,sv,ZVORISTEA
151433,Comanesti,sv,COMANESTI
151442,Iaslovat,sv,IASLOVAT
151451,Ciocanesti,sv,CIOCANESTI
151460,Serbauti,sv,SERBAUTI
151479,Horodnic De Sus,sv,HORODNIC DE SUS
151488,Fantana Mare,sv,FANTANA MARE
151497,Cosna,sv,COSNA
151503,Capu Campului,sv,CAPU CAMPULUI
151512,Hantesti,sv,HANTESTI
151521,Burla,sv,BURLA
151530,Balaceana,sv,BALACEANA
151549,Hartop,sv,HARTOP
151558,Voitinel,sv,VOITINEL
151567,Ciprian Porumbescu,sv,CIPRIAN PORUMBESCU
151576,Berchisesti,sv,BERCHISESTI
151585,Poieni-Solca,sv,POIENI-SOLCA
151683,Municipiul Turnu Magurele,tr,MUNICIPIUL TURNU MAGURELE
151709,Ciuperceni,tr,CIUPERCENI
151736,Islaz,tr,ISLAZ
151763,Lita,tr,LITA
151790,Municipiul Alexandria,tr,MUNICIPIUL ALEXANDRIA
151816,Nanov,tr,NANOV
151834,Poroschia,tr,POROSCHIA
151870,Municipiul Rosiori De Vede,tr,MUNICIPIUL ROSIORI DE VEDE
151905,Oras Videle,tr,ORAS VIDELE
151932,Crevenicu,tr,CREVENICU
151978,Oras Zimnicea,tr,ORAS ZIMNICEA
151996,Balaci,tr,BALACI
152038,Babaita,tr,BABAITA
152083,Blejesti,tr,BLEJESTI
152127,Bogdana,tr,BOGDANA
152172,Botoroaga,tr,BOTOROAGA
152234,Bragadiru,tr,BRAGADIRU
152252,Branceni,tr,BRANCENI
152270,Bujoreni,tr,BUJORENI
152314,Bujoru,tr,BUJORU
152332,Buzescu,tr,BUZESCU
152350,Calinesti,tr,CALINESTI
152412,Calmatuiu,tr,CALMATUIU
152467,Calmatuiu De Sus,tr,CALMATUIU DE SUS
152500,Cervenia,tr,CERVENIA
152528,Ciolanesti,tr,CIOLANESTI
152564,Contesti,tr,CONTESTI
152582,Cosmesti,tr,COSMESTI
152617,Crangeni,tr,CRANGENI
152662,Crangu,tr,CRANGU
152724,Didesti,tr,DIDESTI
152760,Dobrotesti,tr,DOBROTESTI
152797,Dracsenei,tr,DRACSENEI
152868,Draganesti De Vede,tr,DRAGANESTI DE VEDE
152902,Draganesti-Vlasca,tr,DRAGANESTI-VLASCA
152948,Furculesti,tr,FURCULESTI
152993,Frumoasa,tr,FRUMOASA
153026,Galateni,tr,GALATENI
153062,Gratia,tr,GRATIA
153106,Izvoarele,tr,IZVOARELE
153124,Lisa,tr,LISA
153151,Lunca,tr,LUNCA
153204,Mavrodin,tr,MAVRODIN
153240,Magura,tr,MAGURA
153277,Maldaeni,tr,MALDAENI
153295,Mereni,tr,MERENI
153339,Marzanesti,tr,MARZANESTI
153384,Mosteni,tr,MOSTENI
153400,Nasturelu,tr,NASTURELU
153437,Necsesti,tr,NECSESTI
153473,Olteni,tr,OLTENI
153507,Orbeasca,tr,ORBEASCA
153543,Peretu,tr,PERETU
153561,Piatra,tr,PIATRA
153589,Pietrosani,tr,PIETROSANI
153605,Plosca,tr,PLOSCA
153623,Plopii-Slavitesti,tr,PLOPII-SLAVITESTI
153696,Poeni,tr,POENI
153776,Vitanesti,tr,VITANESTI
153829,Putineiu,tr,PUTINEIU
153865,Radoiesti,tr,RADOIESTI
153909,Rasmiresti,tr,RASMIRESTI
153936,Salcia,tr,SALCIA
153972,Saceni,tr,SACENI
154013,Scrioastea,tr,SCRIOASTEA
154068,Scurtu Mare,tr,SCURTU MARE
154139,Seaca,tr,SEACA
154166,Sfintesti,tr,SFINTESTI
154184,Segarcea-Vale,tr,SEGARCEA-VALE
154228,Silistea,tr,SILISTEA
154282,Silistea-Gumesti,tr,SILISTEA-GUMESTI
154308,Sarbeni,tr,SARBENI
154344,Slobozia Mandra,tr,SLOBOZIA MANDRA
154380,Smardioasa,tr,SMARDIOASA
154415,Stejaru,tr,STEJARU
154460,Suhaia,tr,SUHAIA
154497,Storobaneasa,tr,STOROBANEASA
154521,Talpa,tr,TALPA
154585,Tatarastii De Jos,tr,TATARASTII DE JOS
154665,Tatarastii De Sus,tr,TATARASTII DE SUS
154709,Toporu,gr,TOPORU
154736,Traian,tr,TRAIAN
154754,Trivalea-Mosteni,tr,TRIVALEA-MOSTENI
154790,Troianul,tr,TROIANUL
154834,Tiganesti,tr,TIGANESTI
154852,Vedea,tr,VEDEA
154914,Viisoara,tr,VIISOARA
154932,Vartoape,tr,VARTOAPE
154978,Zambreasca,tr,ZAMBREASCA
154996,Nenciulesti,tr,NENCIULESTI
155083,Beciu,tr,BECIU
155092,Beuca,tr,BEUCA
155109,Dracea,tr,DRACEA
155118,Fantanele,tr,FANTANELE
155127,Frasinet,tr,FRASINET
155136,Purani,tr,PURANI
155145,Saelele,tr,SAELELE
155154,Uda-Clocociov,tr,UDA-CLOCOCIOV
155243,Municipiul Timisoara,tm,MUNICIPIUL TIMISOARA
155261,Dumbravita,tm,DUMBRAVITA
155289,Ghiroda,tm,GHIRODA
155314,Giroc,tm,GIROC
155350,Municipiul Lugoj,tm,MUNICIPIUL LUGOJ
155403,Oras Buzias,tm,ORAS BUZIAS
155458,Oras Deta,tm,ORAS DETA
155494,Oras Jimbolia,tm,ORAS JIMBOLIA
155528,Oras Sannicolau Mare,tm,ORAS SANNICOLAU MARE
155546,Balint,tm,BALINT
155591,Banloc,tm,BANLOC
155662,Bara,tm,BARA
155724,Beba Veche,tm,BEBA VECHE
155760,Becicherecu Mic,tm,BECICHERECU MIC
155797,Belint,tm,BELINT
155840,Bethausen,tm,BETHAUSEN
155911,Biled,tm,BILED
155957,Barna,tm,BARNA
156035,Bogda,tm,BOGDA
156106,Boldur,tm,BOLDUR
156151,Brestovat,tm,BRESTOVAT
156213,Carpinis,tm,CARPINIS
156259,Cenad,tm,CENAD
156277,Cenei,tm,CENEI
156311,Cheveresu Mare,tm,CHEVERESU MARE
156357,Oras Ciacova,tm,ORAS CIACOVA
156437,Comlosu Mare,tm,COMLOSU MARE
156473,Costeiu,tm,COSTEIU
156534,Criciova,tm,CRICIOVA
156589,Curtea,tm,CURTEA
156623,Darova,tm,DAROVA
156669,Denta,tm,DENTA
156712,Dudestii Vechi,tm,DUDESTII VECHI
156767,Dumbrava,tm,DUMBRAVA
156801,Oras Faget,tm,ORAS FAGET
156927,Fardea,tm,FARDEA
157004,Foeni,tm,FOENI
157031,Gavojdia,tm,GAVOJDIA
157086,Oras Gataia,tm,ORAS GATAIA
157193,Ghizela,tm,GHIZELA
157246,Giarmata,tm,GIARMATA
157273,Giera,tm,GIERA
157317,Giulvaz,tm,GIULVAZ
157362,Jamu Mare,tm,JAMU MARE
157424,Jebel,tm,JEBEL
157451,Lenauheim,tm,LENAUHEIM
157497,Liebling,tm,LIEBLING
157530,Lovrin,tm,LOVRIN
157585,Margina,tm,MARGINA
157683,Masloc,tm,MASLOC
157736,Manastiur,tm,MANASTIUR
157781,Moravita,tm,MORAVITA
157834,Mosnita Noua,tm,MOSNITA NOUA
157898,Nadrag,tm,NADRAG
157923,Nitchidorf,tm,NITCHIDORF
157969,Ohaba Lunga,tm,OHABA LUNGA
158010,Ortisoara,tm,ORTISOARA
158065,Peciu Nou,tm,PECIU NOU
158109,Periam,tm,PERIAM
158136,Pietroasa,tm,PIETROASA
158181,Pischia,tm,PISCHIA
158243,Racovita,tm,RACOVITA
158314,Oras Recas,tm,ORAS RECAS
158396,Remetea Mare,tm,REMETEA MARE
158449,Sacosu Turcesc,tm,SACOSU TURCESC
158528,Satchinez,tm,SATCHINEZ
158564,Sacalaz,tm,SACALAZ
158608,Secas,tm,SECAS
158653,Sanandrei,tm,SANANDREI
158699,Sanmihaiu Roman,tm,SANMIHAIU ROMAN
158733,Sanpetru Mare,tm,SANPETRU MARE
158779,Sag,tm,SAG
158804,Stiuca,tm,STIUCA
158859,Teremia Mare,tm,TEREMIA MARE
158895,Tomesti,tm,TOMESTI
158966,Topolovatu Mare,tm,TOPOLOVATU MARE
159035,Tormac,tm,TORMAC
159071,Traian Vuia,tm,TRAIAN VUIA
159142,Uivar,tm,UIVAR
159213,Varias,tm,VARIAS
159259,Victor Vlad Delamarina,tm,VICTOR VLAD DELAMARINA
159339,Voiteg,tm,VOITEG
159366,Birda,tm,BIRDA
159375,Checea,tm,CHECEA
159384,Dudestii Noi,tm,DUDESTII NOI
159393,Fibis,tm,FIBIS
159400,Ghilad,tm,GHILAD
159419,Gottlob,tm,GOTTLOB
159428,Iecea Mare,tm,IECEA MARE
159437,Parta,tm,PARTA
159446,Padureni,tm,PADURENI
159455,Saravale,tm,SARAVALE
159464,Sandra,tm,SANDRA
159473,Tomnatic,tm,TOMNATIC
159482,Valcani,tm,VALCANI
159491,Livezile,tm,LIVEZILE
159507,Pesac,tm,PESAC
159516,Bucovat,tm,BUCOVAT
159525,Otelec,tm,OTELEC
159614,Municipiul Tulcea,tl,MUNICIPIUL TULCEA
159650,Oras Babadag,tl,ORAS BABADAG
159687,Oras Isaccea,tl,ORAS ISACCEA
159730,Oras Macin,tl,ORAS MACIN
159767,Oras Sulina,tl,ORAS SULINA
159785,Baia,tl,BAIA
159847,Beidaud,tl,BEIDAUD
159883,C.a. Rosetti,tl,C.A. ROSETTI
159945,Carcaliu,tl,CARCALIU
159963,Casimcea,tl,CASIMCEA
160047,Ceatalchioi,tl,CEATALCHIOI
160092,Ceamurlia De Jos,tl,CEAMURLIA DE JOS
160127,Cerna,tl,CERNA
160172,Chilia Veche,tl,CHILIA VECHE
160225,Ciucurova,tl,CIUCUROVA
160261,Crisan,tl,CRISAN
160305,Daeni,tl,DAENI
160323,Dorobantu,tl,DOROBANTU
160387,Frecatei,tl,FRECATEI
160430,Greci,tl,GRECI
160458,Grindu,tl,GRINDU
160476,Hamcearca,tl,HAMCEARCA
160528,Horia,tl,HORIA
160564,Izvoarele,tl,IZVOARELE
160617,Jijila,tl,JIJILA
160644,Jurilovca,tl,JURILOVCA
160680,Luncavita,tl,LUNCAVITA
160724,Mahmudia,tl,MAHMUDIA
160779,Maliuc,tl,MALIUC
160831,Mihai Bravu,tl,MIHAI BRAVU
160877,Mihail Kogalniceanu,tl,MIHAIL KOGALNICEANU
160911,Murighiol,tl,MURIGHIOL
160993,Nalbant,tl,NALBANT
161035,Niculitel,tl,NICULITEL
161053,Nufaru,tl,NUFARU
161106,Ostrov,tl,OSTROV
161133,Pardina,tl,PARDINA
161151,Peceneaga,tl,PECENEAGA
161179,Sarichioi,tl,SARICHIOI
161231,Sfantu Gheorghe,tl,SFANTU GHEORGHE
161259,Slava Cercheza,tl,SLAVA CERCHEZA
161286,Smardan,tl,SMARDAN
161302,Somova,tl,SOMOVA
161348,Stejaru,tl,STEJARU
161384,Topolog,tl,TOPOLOG
161464,Turcoaia,tl,TURCOAIA
161482,Valea Nucarilor,tl,VALEA NUCARILOR
161525,I.c.bratianu,tl,I.C.BRATIANU
161543,Vacareni,tl,VACARENI
161552,Bestepe,tl,BESTEPE
161561,Valea Teilor,tl,VALEA TEILOR
161794,Municipiul Barlad,vs,MUNICIPIUL BARLAD
161829,Municipiul Husi,vs,MUNICIPIUL HUSI
161856,Oras Negresti,vs,ORAS NEGRESTI
161945,Municipiul Vaslui,vs,MUNICIPIUL VASLUI
162014,Albesti,vs,ALBESTI
162069,Alexandru Vlahuta,vs,ALEXANDRU VLAHUTA
162149,Arsura,vs,ARSURA
162194,Banca,vs,BANCA
162327,Bacani,vs,BACANI
162381,Bacesti,vs,BACESTI
162452,Balteni,vs,BALTENI
162498,Berezeni,vs,BEREZENI
162559,Blagesti,vs,BLAGESTI
162595,Bogdana,vs,BOGDANA
162693,Bogdanesti,vs,BOGDANESTI
162791,Bogdanita,vs,BOGDANITA
162871,Botesti,vs,BOTESTI
162924,Bunesti-Averesti,vs,BUNESTI-AVERESTI
163002,Codaesti,vs,CODAESTI
163057,Coroiesti,vs,COROIESTI
163137,Costesti,vs,COSTESTI
163208,Cretesti,vs,CRETESTI
163253,Danesti,vs,DANESTI
163324,Deleni,vs,DELENI
163379,Delesti,vs,DELESTI
163486,Dragomiresti,vs,DRAGOMIRESTI
163618,Dranceni,vs,DRANCENI
163681,Duda-Epureni,vs,DUDA-EPURENI
163734,Dumesti,vs,DUMESTI
163789,Epureni,vs,EPURENI
163832,Falciu,vs,FALCIU
163903,Gagesti,vs,GAGESTI
163967,Gherghesti,vs,GHERGHESTI
164062,Garceni,vs,GARCENI
164133,Grivita,vs,GRIVITA
164197,Hoceni,vs,HOCENI
164277,Dimitrie Cantemir,vs,DIMITRIE CANTEMIR
164339,Iana,vs,IANA
164393,Ivanesti,vs,IVANESTI
164543,Ivesti,vs,IVESTI
164598,Laza,vs,LAZA
164687,Lipovat,vs,LIPOVAT
164749,Lunca Banului,vs,LUNCA BANULUI
164829,Malusteni,vs,MALUSTENI
164892,Miclesti,vs,MICLESTI
164936,Muntenii De Jos,vs,MUNTENII DE JOS
164981,Oras Murgeni,vs,ORAS MURGENI
165069,Oltenesti,vs,OLTENESTI
165130,Osesti,vs,OSESTI
165185,Padureni,vs,PADURENI
165274,Perieni,vs,PERIENI
165336,Poienesti,vs,POIENESTI
165416,Pogana,vs,POGANA
165470,Puiesti,vs,PUIESTI
165611,Pungesti,vs,PUNGESTI
165719,Rebricea,vs,REBRICEA
165817,Rosiesti,vs,ROSIESTI
165899,Solesti,vs,SOLESTI
165979,Stanilesti,vs,STANILESTI
166057,Stefan Cel Mare,vs,STEFAN CEL MARE
166137,Suletea,vs,SULETEA
166182,Tanacu,vs,TANACU
166235,Tacuta,vs,TACUTA
166315,Tatarani,vs,TATARANI
166413,Todiresti,vs,TODIRESTI
166529,Tutova,vs,TUTOVA
166636,Valeni,vs,VALENI
166672,Vetrisoaia,vs,VETRISOAIA
166707,Viisoara,vs,VIISOARA
166770,Vinderei,vs,VINDEREI
166869,Voinesti,vs,VOINESTI
166985,Vulturesti,vs,VULTURESTI
167035,Vutcani,vs,VUTCANI
167071,Zapodeni,vs,ZAPODENI
167179,Zorleni,vs,ZORLENI
167222,Ibanesti,vs,IBANESTI
167231,Fruntiseni,vs,FRUNTISENI
167240,Rafaila,vs,RAFAILA
167259,Pogonesti,vs,POGONESTI
167268,Ciocani,vs,CIOCANI
167277,Cozmesti,vs,COZMESTI
167286,Dodesti,vs,DODESTI
167295,Feresti,vs,FERESTI
167302,Muntenii De Sus,vs,MUNTENII DE SUS
167311,Pochidia,vs,POCHIDIA
167320,Puscasi,vs,PUSCASI
167473,Municipiul Ramnicu Valcea,vl,MUNICIPIUL RAMNICU VALCEA
167641,Oras Baile Govora,vl,ORAS BAILE GOVORA
167696,Oras Baile Olanesti,vl,ORAS BAILE OLANESTI
167794,Oras Brezoi,vl,ORAS BREZOI
167909,Oras Calimanesti,vl,ORAS CALIMANESTI
167981,Municipiul Dragasani,vl,MUNICIPIUL DRAGASANI
168041,Oras Horezu,vl,ORAS HOREZU
168130,Oras Ocnele Mari,vl,ORAS OCNELE MARI
168229,Alunu,vl,ALUNU
168309,Amarasti,vl,AMARASTI
168372,Oras Babeni,vl,ORAS BABENI
168452,Oras Balcesti,vl,ORAS BALCESTI
168559,Barbatesti,vl,BARBATESTI
168602,Oras Berbesti,vl,ORAS BERBESTI
168675,Berislavesti,vl,BERISLAVESTI
168755,Boisoara,vl,BOISOARA
168791,Budesti,vl,BUDESTI
168880,Bujoreni,vl,BUJORENI
168960,Bunesti,vl,BUNESTI
169039,Cernisoara,vl,CERNISOARA
169119,Caineni,vl,CAINENI
169182,Copaceni,vl,COPACENI
169253,Costesti,vl,COSTESTI
169306,Creteni,vl,CRETENI
169351,Daesti,vl,DAESTI
169404,Danicei,vl,DANICEI
169547,Dragoesti,vl,DRAGOESTI
169583,Fauresti,vl,FAURESTI
169681,Fartatesti,vl,FARTATESTI
169896,Francesti,vl,FRANCESTI
169994,Galicea,vl,GALICEA
170097,Ghioroiu,vl,GHIOROIU
170168,Glavile,vl,GLAVILE
170220,Golesti,vl,GOLESTI
170346,Gradistea,vl,GRADISTEA
170444,Gusoeni,vl,GUSOENI
170514,Ionesti,vl,IONESTI
170612,Lalosu,vl,LALOSU
170685,Ladesti,vl,LADESTI
170792,Lapusata,vl,LAPUSATA
170872,Livezi,vl,LIVEZI
170952,Lungesti,vl,LUNGESTI
171021,Malaia,vl,MALAIA
171067,Mateesti,vl,MATEESTI
171101,Maciuca,vl,MACIUCA
171209,Madulari,vl,MADULARI
171272,Maldaresti,vl,MALDARESTI
171325,Mihaesti,vl,MIHAESTI
171469,Milcoiu,vl,MILCOIU
171539,Muereasca,vl,MUEREASCA
171628,Nicolae Balcescu,vl,NICOLAE BALCESCU
171806,Olanu,vl,OLANU
171879,Orlesti,vl,ORLESTI
171931,Otesani,vl,OTESANI
171995,Pausesti,vl,PAUSESTI
172082,Pausesti-Maglasi,vl,PAUSESTI-MAGLASI
172153,Perisani,vl,PERISANI
172279,Pesceana,vl,PESCEANA
172340,Pietrari,vl,PIETRARI
172377,Popesti,vl,POPESTI
172457,Prundeni,vl,PRUNDENI
172509,Racovita,vl,RACOVITA
172581,Roesti,vl,ROESTI
172698,Rosiile,vl,ROSIILE
172812,Runcu,vl,RUNCU
172894,Salatrucel,vl,SALATRUCEL
172947,Scundu,vl,SCUNDU
172992,Sinesti,vl,SINESTI
173061,Slatioara,vl,SLATIOARA
173132,Stanesti,vl,STANESTI
173230,Stoenesti,vl,STOENESTI
173374,Stoilesti,vl,STOILESTI
173533,Stroesti,vl,STROESTI
173597,Sutesti,vl,SUTESTI
173686,Sirineasa,vl,SIRINEASA
173748,Stefanesti,vl,STEFANESTI
173793,Susani,vl,SUSANI
173855,Tetoiu,vl,TETOIU
173935,Tomsani,vl,TOMSANI
174021,Vaideeni,vl,VAIDEENI
174085,Valea Mare,vl,VALEA MARE
174156,Vladesti,vl,VLADESTI
174218,Voicesti,vl,VOICESTI
174254,Voineasa,vl,VOINEASA
174290,Zatreni,vl,ZATRENI
174496,Titesti,vl,TITESTI
174502,Diculesti,vl,DICULESTI
174511,Lacusteni,vl,LACUSTENI
174520,Mitrofani,vl,MITROFANI
174744,Municipiul Focsani,vn,MUNICIPIUL FOCSANI
174780,Campineanca,vn,CAMPINEANCA
174824,Golesti,vn,GOLESTI
174860,Municipiul Adjud,vn,MUNICIPIUL ADJUD
174922,Oras Marasesti,vn,ORAS MARASESTI
175019,Oras Odobesti,vn,ORAS ODOBESTI
175055,Oras Panciu,vn,ORAS PANCIU
175126,Andreiasu De Jos,vn,ANDREIASU DE JOS
175206,Balesti,vn,BALESTI
175224,Barsesti,vn,BARSESTI
175260,Boghesti,vn,BOGHESTI
175368,Bolotesti,vn,BOLOTESTI
175439,Bordesti,vn,BORDESTI
175466,Brosteni,vn,BROSTENI
175509,Chiojdeni,vn,CHIOJDENI
175590,Ciorasti,vn,CIORASTI
175670,Campuri,vn,CAMPURI
175732,Carligele,vn,CARLIGELE
175787,Corbita,vn,CORBITA
175885,Cotesti,vn,COTESTI
175938,Dumbraveni,vn,DUMBRAVENI
175983,Dumitresti,vn,DUMITRESTI
176150,Fitionesti,vn,FITIONESTI
176212,Garoafa,vn,GAROAFA
176301,Gugesti,vn,GUGESTI
176338,Gura Calitei,vn,GURA CALITEI
176445,Homocea,vn,HOMOCEA
176506,Jaristea,vn,JARISTEA
176551,Jitia,vn,JITIA
176613,Maicanesti,vn,MAICANESTI
176686,Mera,vn,MERA
176748,Milcovul,vn,MILCOVUL
176793,Movilita,vn,MOVILITA
176855,Nanesti,vn,NANESTI
176891,Naruja,vn,NARUJA
176944,Nereju,vn,NEREJU
177003,Nistoresti,vn,NISTORESTI
177101,Paltin,vn,PALTIN
177236,Paunesti,vn,PAUNESTI
177263,Poiana Cristei,vn,POIANA CRISTEI
177352,Pufesti,vn,PUFESTI
177405,Racoasa,vn,RACOASA
177469,Reghiu,vn,REGHIU
177557,Ruginesti,vn,RUGINESTI
177600,Sihlea,vn,SIHLEA
177655,Slobozia Bradului,vn,SLOBOZIA BRADULUI
177726,Slobozia Ciorasti,vn,SLOBOZIA CIORASTI
177762,Soveja,vn,SOVEJA
177799,Straoane,vn,STRAOANE
177842,Suraia,vn,SURAIA
177879,Tanasoaia,vn,TANASOAIA
177986,Tataranu,vn,TATARANU
178046,Tamboesti,vn,TAMBOESTI
178117,Tulnici,vn,TULNICI
178180,Tifesti,vn,TIFESTI
178279,Urechesti,vn,URECHESTI
178313,Valea Sarii,vn,VALEA SARII
178377,Vidra,vn,VIDRA
178475,Vintileasca,vn,VINTILEASCA
178545,Vizantea-Livezi,vn,VIZANTEA-LIVEZI
178607,Vanatori,vn,VANATORI
178689,Vartescoiu,vn,VARTESCOIU
178750,Vrancioaia,vn,VRANCIOAIA
178821,Vulturu,vn,VULTURU
178885,Negrilesti,vn,NEGRILESTI
178894,Ploscuteni,vn,PLOSCUTENI
178901,Popesti,vn,POPESTI
178910,Paulesti,vn,PAULESTI
178929,Biliesti,vn,BILIESTI
178938,Gologanu,vn,GOLOGANU
178947,Obrejita,vn,OBREJITA
178956,Rastoaca,vn,RASTOACA
178965,Spulber,vn,SPULBER
179132,Municipiul Bucuresti,b,MUNICIPIUL BUCURESTI
179221,Oras Bragadiru,if,ORAS BRAGADIRU
179249,Chiajna,if,CHIAJNA
179285,Oras Chitila,if,ORAS CHITILA
179310,Dobroesti,if,DOBROESTI
179347,Glina,if,GLINA
179383,Jilava,if,JILAVA
179409,Oras Magurele,if,ORAS MAGURELE
179463,Mogosoaia,if,MOGOSOAIA
179481,Oras Otopeni,if,ORAS OTOPENI
179515,Oras Pantelimon,if,ORAS PANTELIMON
179533,Oras Popesti Leordeni,if,ORAS POPESTI LEORDENI
179551,Oras Voluntari,if,ORAS VOLUNTARI
179588,Copaceni,if,COPACENI
179604,Poienile Izei,mm,POIENILE IZEI
179613,Sieu,mm,SIEU
179622,Grosii Tiblesului,mm,GROSII TIBLESULUI
179631,Treznea,sj,TREZNEA
179640,Vulcana-Pandele,db,VULCANA-PANDELE
179659,Negrilesti,bn,NEGRILESTI
179677,Camin,sm,CAMIN
179686,Dumitrita,bn,DUMITRITA
179695,Simisna,sj,SIMISNA
179702,Traian,il,TRAIAN
179711,Vladeni,db,VLADENI
179720,Poiana Ilvei,bn,POIANA ILVEI
179739,Malu,gr,MALU
179748,Cosoba,gr,COSOBA
179757,Herasti,gr,HERASTI
179766,Isvoarele,gr,ISVOARELE
179775,Sabareni,gr,SABARENI
179784,Boranesti,il,BORANESTI
179793,Buesti,il,BUESTI
179800,Maia,il,MAIA
179819,Ograda,il,OGRADA
179828,Rosiori,il,ROSIORI
179837,Coas,mm,COAS
179846,Coltau,mm,COLTAU
179855,Gardani,mm,GARDANI
179864,Oncesti,mm,ONCESTI
179873,Agris,sm,AGRIS
179882,Ciumesti,sm,CIUMESTI
179891,Raciu,db,RACIU
179908,Pietrari,db,PIETRARI
179917,Rau Alb,db,RAU ALB
179926,Rascaeti,db,RASCAETI
179935,Persinari,db,PERSINARI
179944,Runcu Salvei,bn,RUNCU SALVEI
179953,Ciceu- Mihaiesti,bn,CICEU- MIHAIESTI
179962,Galbinasi,cl,GALBINASI
179971,Colelia,il,COLELIA
179980,Marculesti,il,MARCULESTI
179999,Moldoveni,il,MOLDOVENI
180000,Platonesti,il,PLATONESTI
180019,Sarateni,il,SARATENI
180028,Porumbesti,sm,PORUMBESTI
180037,Boghis,sj,BOGHIS
180046,Gura Ialomitei,il,GURA IALOMITEI
180055,Crivat,cl,CRIVAT
180064,Barbulesti,il,BARBULESTI
180091,Racsa,sm,RACSA
