,PC1,PC2,PC3
0,-3.2646781611802407,0.5131409053175436,-0.7346367235364287
1,1.015440004608541,-0.09472166878949792,1.2717247560255953
2,0.7115828199157903,-0.9214194329428521,1.2299800348019179
3,0.3131214840331522,0.5446709778965657,0.5176180062522769
4,-2.9788861018052084,-2.7508636859324107,1.3421381407539077
5,-0.1929433960802835,1.5402677566738585,-0.7803079514401347
6,1.3964172965829267,0.7591850904322538,-0.6176627000806835
7,0.9125085786047535,-0.8003867074497178,0.7047735260357879
8,1.9557734667178241,0.4955207788543723,-0.26624317177603113
9,2.0211091400588095,-1.2173213066636817,-0.32034674014782416
10,0.39849317264362766,0.1455320541513044,-0.9911945161614557
11,0.9761119549308349,-1.9470162526080321,-2.4045017545177823
12,1.2925608573865577,0.19541116654263405,0.05093924262586655
13,-0.2191031466262309,0.8190894349993595,0.2793211592556417
14,1.6304763473594834,0.8511363242907272,-0.05840952867909855
15,0.27868735615144824,-0.5226612339839614,0.28844819218876816
16,1.856825872285672,-1.0657808644853421,0.7987340675422306
17,0.8926107811809153,-1.9042747207202417,-0.6662968353711256
18,-1.8137360155473423,-0.2782393308713186,1.3493548727235893
19,-0.9104967972247263,1.0230413778690621,1.2121153723977163
20,-0.22009814220972948,-0.6247412054302373,-0.0806941234102309
21,1.3063546980603387,-0.8044794421272772,-1.7351101410604022
22,-2.625981837502858,-0.8793151092369321,1.8461321917304252
23,0.13602876531280914,-0.5464873069238654,-0.4243077301447607
24,1.8628853607629765,1.6141771276541932,-1.5116507275795898
25,1.1767377682983804,-0.8052710479087448,-0.7821053200118009
26,-2.540944870788526,-0.7752443064200819,0.9433852928055096
27,-3.2518067149825223,-0.8972728432910252,-1.5652910967709048
28,-1.876195739948636,0.49371402565477357,-0.2582601014152871
29,-2.111494618981132,-0.8361179488068429,-0.45296922943956797
30,1.946560604216568,0.7571440865916661,-0.7947381735549559
31,-0.6610127213486986,0.16976228134047958,-0.306092333942498
32,-2.3338533305248506,-1.4058561111587284,-0.46767912206936185
33,-2.8766638026384928,0.8841530715491956,0.32401501471448463
34,0.8414610272388898,1.6055670654287721,-0.9315723314048144
35,1.0677148513744121,-0.06692231925815639,-0.46583527991500634
36,1.2925831404780583,1.5501948001569559,-0.7422921882133221
37,-0.1541873014037089,-0.6121573560239447,0.020366161783129774
38,-2.1466544744129594,1.3252068710140614,-0.30928471138036295
39,2.2974860601174134,0.7764820615341054,-0.4751938122783148
40,1.8913154025131012,0.3624596825325916,-0.1516869066463188
41,-2.3409453159293743,-0.4193156983693898,0.5646473537813091
42,1.8962299218755057,-0.3797781925400881,1.4662747854492688
43,1.4541448838502307,-1.1416642820271772,1.489484899886667
44,2.100664746615627,-0.9228900847966557,0.7698819027507985
45,1.498137887856508,-1.172106321992739,-0.33744063537984004
46,0.30900688676795235,-0.07089933547114655,0.8577717085784252
47,-2.7902094039928054,0.7047384056905525,-0.025240041629380535
48,2.2571989583010668,1.559844968895389,-0.024921682073889923
49,-1.8173293125623053,-0.3641131061454311,-0.7565504194871763
50,2.636016277021043,0.8618837237386787,-1.1838249863094104
51,0.63418143069999,0.3665418223447634,0.3268098396522297
52,0.2033466132809684,1.870015559623736,0.7274873863375967
53,-0.03511626553449381,1.5883085475130334,-0.20554780884352702
54,0.40022797000897237,-1.1616912374863035,-0.8842970654096994
55,-2.071939663625199,-0.21582589263838667,-0.4355654274788295
56,-1.4659437592198081,0.23634530907060539,0.027992180335913282
57,1.078787623908871,-0.272804337811082,-0.0941554322499774
58,-1.9876725729184639,0.12680570385897608,-0.5771474396557429
59,0.349582519129691,-0.6812005095485792,0.24724364309656852
60,1.8378320541450557,0.005011152152734285,0.6989511150571566
61,1.9848222395442876,-0.2451236074105268,-0.10186049431627833
62,-1.0171629096883874,-1.66939034816606,-0.5167453193125563
63,-1.4894646143220296,2.462152793363691,-0.43161585977741285
64,1.2045093697340623,-0.2946086775485782,-0.3486777717636412
65,1.8800154555903936,-0.09454230270665984,-0.4071697042765021
66,-1.611341332663804,1.8204351058292179,0.2707228999968115
67,2.390691444576226,-0.6650604556294446,0.8472984179961723
68,0.11558372813074436,-0.300553755805879,-0.854882154671465
69,-0.19529495495012109,-0.7928217160055501,-0.806519040099825
70,-1.8126185621178017,0.922013514110071,-0.8447369742700198
71,-2.838226403022173,1.868892718158358,-0.9421485144701873
72,-1.413351029623195,0.31319559973252337,0.7153547513160898
73,-1.7302173945779338,1.8677224394145286,-0.36708074835928384
74,0.03841138234632437,-0.29996493955868486,0.6574630645762847
75,1.2632582454927832,-0.038788881118788136,-0.6397078912093055
76,2.1870267752099553,0.5345030677287961,-0.7888612451865717
77,0.12098371146575555,-1.1820817846436737,-0.6054024399618254
78,-0.12831922347520539,1.6161291109366278,0.0952444677775415
79,1.0236655118868117,0.9738541432891417,-0.3819769813500333
80,-0.048734422732053806,1.2787610481409337,1.6649213714335684
81,1.9104055600240846,1.6107684074942592,0.00021404486571580093
82,1.6894351411145234,0.3676032403475227,-0.7986106328929161
83,2.3373692983282894,-0.2618788051982672,0.8878723981637223
84,1.0779832973463401,-0.6611649267997612,-1.0612061033032327
85,1.677204514104085,-0.2746445703495406,1.1675034246762221
86,1.039674528634139,0.19303424998842156,1.4390310742224237
87,-0.0664269484946188,-2.224066657246132,0.8158407306636613
88,-2.3628579697065315,-1.1854266878690942,1.8815823617800966
89,-1.109709834429144,1.359018950127508,-1.235216802634224
90,0.6835975584854166,0.04103092851708477,-0.6064360006657571
91,-0.19157652840594652,0.3025728742084076,-1.1755539921165352
92,-1.2485523217201104,0.7767939964163368,0.6450572946632053
93,0.7794534895162223,-1.1035804436449155,-1.1239132100427824
94,1.2983667244068973,-0.37274033732683975,-0.6811753228644734
95,-2.706471326227736,-1.1233749448357488,-0.4865370872976591
96,-2.447557566898088,-2.0172553705763887,-0.700215136281045
97,0.8255506818152344,2.4665574394647893,0.7062262291801014
98,-0.0698926757163038,1.682280537726449,1.3063703412821037
99,1.9906099826888732,0.41714057208622074,-1.296811994722302
100,-1.2608157337627588,1.0994162868331487,0.6187579042251607
101,-3.4987535414778903,1.3016537363289407,-1.1995363193474502
102,1.0926421175309438,0.23843540933884572,-0.43756452340536806
103,0.5867804355785928,-0.9542238196561827,0.007607030921630603
104,-2.4424293181220893,-1.0243971359530202,0.4389519221386085
105,1.4465778396639855,2.6351156671823,0.22959279691262804
106,-0.6134775092950575,0.14681127710312955,0.06224041583666517
107,-1.371206260662658,1.1060046753961523,0.6652553312319315
108,1.6696327442448071,0.5062815801701778,-0.854168144921861
109,1.41530817214602,-1.7213751394426626,-0.30895319180269293
110,0.5840469415355597,-0.2295212274447596,-0.04050958416963524
111,1.531148595523799,-0.6690445255987099,0.04818061828677736
112,-0.7589754116891377,0.9383261079436169,0.8160023004544389
113,0.33310341859225445,-1.8585528273478118,1.0478093046523018
114,0.5148258129163333,0.6330585164034465,-0.212055448201608
115,-2.881177696624349,-0.6645576337160585,-0.21382665267441509
116,-0.6377336677643614,1.6806105595817298,-0.6034373191752924
117,-1.3047658563909033,-0.5093688099479191,-0.7712709924343739
118,-2.2780789934779815,-0.5765222770722456,6.368385867689111
119,-0.20129279344200424,-0.5049067091765647,-0.7978751074393884
120,2.370926398284199,-1.3815671436547265,0.011834071007228974
121,1.7903267263727658,-0.2758576381503209,0.9958895510370145
122,0.2939759030495604,0.5455526152592017,0.5367672155176825
123,-4.125995281547982,1.2157420253491897,-0.49358064915395194
124,-2.8233136423676113,0.3190915550076509,-0.34764787106893685
125,0.8316054446863048,-0.8258069918747499,-0.836153784016765
126,2.105421813954747,-0.15290701467336695,-0.31069507310735306
127,0.6297267622795232,-0.7972979616031778,1.7536724092669373
128,0.06431120349018361,-0.08714669575093198,-0.6162328535741817
129,0.4997078752786064,-0.6647731183257867,0.14215124474186422
130,0.8353338676809525,0.3988696186395824,0.607271118866747
131,-0.9020578705838213,0.718393311200822,0.7171472015622661
132,0.9566958382979399,1.8069872534185494,0.5515276240375571
133,0.22641654880371656,0.037491199341111364,-0.710026026956033
134,0.29686414050161836,-2.245213899969786,-0.3511730581962342
135,1.6916547655559346,-2.03608385791612,0.6061266617784008
136,1.4747702305179873,0.11924159186104734,1.214287450195184
137,0.8329896303318822,-0.7269044357255248,-0.29715093523942077
138,2.2884733390305283,0.2662491936892936,-0.1384767995697308
139,0.5466473415264336,-1.704643365666645,-0.013607343450190155
140,0.12348044917111095,1.1271431783260226,-0.07654238009737617
141,-0.5903886213122114,-0.9931803686525666,-0.6543471874232623
142,-3.3334181746152263,0.24318170668130654,-0.7135396062873568
143,-0.7316292733905353,0.10979016420964441,-1.1420465718151647
144,-0.12277170694979092,-0.35297217684250337,0.5515691892647112
145,0.2733133727347305,0.040883520627675404,-2.0207216572884956
146,0.7029323230453995,-0.9428422361322272,0.4666829221157157
147,1.8128287834387509,-1.5237678799680183,-1.4835148023778457
148,-0.45501866033817484,-1.0456237816387648,-0.12244984894443721
149,-0.15326412744013368,1.965760950605399,0.4538215935257086
150,-2.224098718873167,1.1501795535119914,-2.1604680294606595
151,-0.6817527224621176,-0.33191518742955334,1.0581688044906257
152,0.025018015930569147,-0.379774868967139,2.6952514700122534
153,-3.4711596211415006,-1.9972244300234545,0.5024479524941655
154,1.343952894210761,-0.08696857300989765,0.06697265279281849
155,1.6610794285567803,-1.1601446357721776,-2.454079240155306
156,2.0068828369607137,0.4723844560247897,0.14650179451726644
157,-0.04144100026866652,1.7622739354101475,-0.9719552917803196
158,-2.843934207459909,0.8660933267973694,1.2748027766178927
159,-1.614138824444842,-1.630419178986574,0.4871993355643314
160,2.1134276540173955,-0.05590746154902986,0.010046551480648596
161,1.222350025897782,-1.264055959926167,0.532032978589384
162,-1.0952181437281328,-0.6461123257197339,-1.1006160590240233
163,-0.367214492205697,2.0308663071094553,0.8308261201442461
164,-3.2151882421503313,-0.318726669857135,-2.1625438293959323
165,2.3090936897474004,-0.2594027140937252,1.5431540480303192
166,1.6882239983752163,0.9005390823403278,0.6020462053365306
167,0.14211281606923348,1.4962521203393973,-0.972917094519816
168,-1.0561430410178723,0.1390276909569278,0.7763040299521708
169,0.5004937426771418,-1.4659527935434535,-0.012725235518292867
170,1.5872659252330337,-0.4195014853493493,-0.4293383604502889
171,-0.6811085861768599,-1.6224781825585524,0.19479273722555954
172,-1.6176897250672932,0.8804195834848267,-0.28100487953045644
173,0.3468305468428907,1.251958912622724,1.6442002957730049
174,0.5509465357885818,-0.28297196645636835,0.9402642993189004
175,1.2228433615351235,0.2914185218787697,0.5112879048449371
176,1.0163478842364917,0.5610413613799365,-0.2871310554867546
177,-0.49153660529208454,0.6740761829025489,0.062422496521479985
178,-0.14911806041902406,-1.4798693996886394,-0.6373476267485187
179,-3.0836320381626763,0.1574665222187685,0.7988708827747341
180,-0.4570925836962444,1.121222961912066,0.4371674819082259
181,1.417933270670399,1.3457744071938202,-0.15009869384149316
182,1.8738277050037992,0.7933513190941551,2.694378784396891
183,-3.0106457701044516,0.4979660373154863,0.8750908629533305
184,1.107533370849995,1.5070531825276816,-0.2555729049500596
185,0.9005847744394921,-0.2696470228182356,0.0863685159894764
186,0.24691033895274336,0.6210027741677728,0.38237757571067715
187,0.2907113176947643,0.9004628949254119,0.6950088370477564
188,1.3364206921473503,-0.7767329577151577,-1.0464529730895824
189,1.1682688670163077,-1.6594635227708452,0.7074203901239872
190,-0.595073921283913,-0.9522645910682244,-0.9050410865669347
191,-3.6326794132139737,-2.0667111674283833,-1.5394320948991405
192,-3.555252409172137,-0.2795235261328355,-0.7672874501666133
